Time;Lateness;Assembly;Total;CycleTime;Consumab;Material;InDueTotal
60960;-982.8685121;4.045380577;867;1404.149942;19981.76316;3212653.889;841
61440;-985.192;4.042531006;875;1402.262857;19975.95952;3214487.099;849
61920;-985.4677966;4.044411095;885;1401.569492;19968.63939;3216263.614;859
62400;-985.0515118;4.041458253;893;1402.651736;19975.18581;3217211.6;867
62880;-985.5930881;4.05519402;897;1401.665552;19969.5563;3212250.779;871
63360;-987.1688889;4.04835977;900;1400.53;19957.71123;3211348.053;874
63840;-990.2701213;4.067406172;907;1398.205072;19977.48513;3216397.771;881
64320;-992.8347921;4.074554338;914;1395.273523;19969.64069;3209163.475;888
64800;-995.2855592;4.067605633;921;1391.254072;19975.14666;3212594.957;895
65280;-995.3272532;4.072138787;932;1393.143777;19960.08533;3216912.447;906
65760;-994.3056443;4.078738139;939;1393.888179;19969.07598;3214618.369;913
66240;-995.0869565;4.072035854;943;1392.533404;19980.65397;3217297.61;917
66720;-997.1271008;4.073427833;952;1391.294118;19981.73274;3214928.637;926
67200;-999.146875;4.094900967;960;1388.745833;19970.6068;3215770.406;934
67680;-1001.148607;4.090471927;969;1386.458204;19955.07146;3216856.31;943
68160;-1001.685451;4.077931338;976;1385.47541;19980.91265;3214432.06;950
68640;-1000.885163;4.096440341;984;1386.371951;19975.54926;3214211.051;958
69120;-1001.847629;4.082323351;991;1385.218971;19966.07821;3214533.243;965
69600;-1002.869739;4.095960201;998;1383.907816;19980.39511;3216368.098;972
70080;-1003.262948;4.099468679;1004;1383.073705;19975.99806;3216241.961;978
70560;-1001.070796;4.08925;1017;1385.901672;19971.08496;3214547.669;991
71040;-1000.761765;4.078499718;1020;1386.016667;19975.80638;3215481.133;994
71520;-999.4062196;4.078266569;1029;1388.466472;19971.51839;3211609.951;1003
72000;-995.4117083;4.058548264;1042;1392.797505;19964.37009;3209338.739;1016
72480;-987.7397911;4.054676049;1053;1403.22982;19977.43777;3217427.605;1027
72960;-985.2649007;4.045698945;1057;1405.602649;19977.32479;3217256.543;1031
73440;-984.0065975;4.037653118;1061;1406.931197;19976.94637;3215499.615;1035
73920;-980.8257223;4.035665652;1073;1409.814539;19972.23923;3217232.692;1047
74400;-980.4378479;4.033161358;1078;1409.636364;19972.56566;3218552.6;1052
74880;-981.2444649;4.036538595;1084;1409.22417;19977.81602;3215600.208;1058
75360;-982.0908257;4.032769971;1090;1408.881651;19966.03815;3216226.453;1064
75840;-983.9498175;4.022228969;1096;1406.466241;19977.44417;3206505.459;1070
76320;-985.7994555;4.029176625;1102;1404.815789;19964.36931;3210918.281;1076
76800;-987.5378378;4.022866732;1110;1403.624324;19969.14523;3214837.22;1084
77280;-980.7960819;4.014373059;1123;1411.669635;19958.21772;3213998.54;1096
77760;-972.8112875;4.012945538;1134;1420.059965;19971.82861;3213247.452;1105
78240;-967.3885965;4.014190695;1140;1425.733333;19966.63072;3213724.904;1107
78720;-964.0697472;4.002381479;1147;1429.329555;19972.78934;3210254.404;1114
79200;-960.2465398;4.000011048;1156;1432.846021;19977.61201;3216938.306;1123
79680;-958.2564544;4.004830572;1162;1434.42685;19972.72328;3216421.522;1129
80160;-958.1941831;4.000792041;1169;1434.053037;19974.62239;3215294.269;1136
3360;-1605;5.589205357;7;710.7142857;19999.46967;3165035.642;7
3840;-1513.142857;5.293553385;14;882.8571429;19843.09365;3179818.211;14
4320;-1423.954545;5.030199074;22;968.3636364;19957.53034;3130055.699;22
4800;-1375.068966;4.877636458;29;1039.62069;19974.04298;3184307.282;29
5280;-1312.921053;4.810887311;38;1081.368421;19894.7262;3142073.496;38
5760;-1223.895833;4.821417535;48;1185.708333;19983.11399;3091246.855;48
6240;-1177.127273;4.672267628;55;1231.436364;19485.83086;3143021.828;55
6720;-965.3055556;4.552631696;72;1434.416667;19965.70895;3125874.217;71
7200;-906.8846154;4.534376389;78;1496.089744;19989.9705;3172439.462;77
7680;-878.7710843;4.493119792;83;1535.807229;19990.35108;3160792.087;82
8160;-824.4375;4.451683824;96;1590.65625;19964.94342;3183812.853;95
8640;-820.5858586;4.426085648;99;1590.535354;19854.39102;3181210.957;98
9120;-827.5809524;4.390678728;105;1580.495238;19997.74145;3160562.988;104
9600;-827.0521739;4.328571354;115;1582.973913;19955.94022;3174527.513;114
10080;-831.9833333;4.317344742;120;1574.933333;19932.97829;3132513.165;119
10560;-821.5419847;4.291729167;131;1580.946565;19912.10209;3186553.306;130
11040;-812;4.204120018;137;1596.051095;19991.72135;3173151.71;136
11520;-809.2137931;4.222496094;145;1605.255172;19925.85202;3163673.861;144
12000;-807.038961;4.18357125;154;1604.025974;19952.71902;3186721.856;153
12480;-793.8373494;4.124945513;166;1608.686747;19982.32021;3183163.765;165
12960;-788.5232558;4.125238426;172;1612.075581;19900.18597;3208594.26;171
13440;-790.1428571;4.146981399;175;1615.2;19966.72676;3190257.762;174
13920;-799.8722222;4.174373563;180;1608.666667;19953.25678;3187376.362;179
14400;-812.8967391;4.186184375;184;1603.923913;19954.5689;3203447.985;183
14880;-831.9789474;4.211127352;190;1582.936842;19937.6399;3196931.795;189
15360;-850.895;4.221855794;200;1562.985;19984.90809;3202212.148;199
15840;-858.1617647;4.218979167;204;1558.754902;19931.47845;3195955.317;203
16320;-872.4904762;4.210654412;210;1543.957143;19988.36989;3179704.282;209
16800;-885.3860465;4.225854464;215;1533.674419;19988.45349;3203942.47;214
17280;-901.0315315;4.243578704;222;1513.333333;19971.74963;3192259.273;221
17760;-916.6738197;4.220745214;233;1495.570815;19986.34164;3205013.55;232
18240;-919.7647059;4.240741776;238;1488.995798;19991.38674;3206229.263;237
18720;-928.2357724;4.223680556;246;1482.682927;19989.75735;3195599.172;245
19200;-934.0039841;4.252491927;251;1480.219124;19941.8692;3202706.553;250
19680;-942.4241245;4.274209096;257;1468.276265;19985.71459;3206569.578;256
20160;-952.1691729;4.247583581;266;1452.229323;19958.54063;3195780.121;265
20640;-956.8592593;4.259679264;270;1450.888889;19955.38714;3208779.318;269
21120;-966.8763636;4.243455492;275;1438.632727;19935.80633;3196169.214;274
21600;-975.0824373;4.278197917;279;1431.09319;19964.75751;3208989.169;278
22080;-987.358885;4.255320879;287;1416.74216;19915.48464;3206090.631;286
22560;-991.2972973;4.307392509;296;1412.192568;19982.6009;3214304.935;295
23040;-994.5946844;4.274134549;301;1410.920266;19990.08356;3195200.098;300
23520;-999.2733119;4.255480867;311;1405.639871;19992.15864;3216552.917;310
24000;-989.8878505;4.223516458;321;1418.616822;19931.67463;3204049.955;320
24480;-983.5349544;4.200575368;329;1424.246201;19988.69784;3202963.818;328
24960;-977.2840237;4.166745192;338;1430.050296;19923.80611;3191781.992;337
25440;-973.4156977;4.198902123;344;1434.799419;19974.08413;3203910.04;343
25920;-963.3276836;4.172653356;354;1446.124294;19959.27512;3205990.692;353
26400;-953.378453;4.152945644;362;1452.950276;19987.7812;3206624.19;361
26880;-949.3695652;4.148469122;368;1454.361413;19978.45728;3207707.284;367
27360;-949.1182796;4.133976608;372;1453.897849;19989.90727;3215211.513;371
27840;-953.9842932;4.14312967;382;1448.376963;19990.91051;3209670.792;381
28320;-956.9558442;4.154221045;385;1445.693506;19990.46398;3210586.257;384
28800;-961.2159383;4.168699653;389;1439.604113;19978.23234;3205984.392;388
29280;-971.9168766;4.165541667;397;1429.020151;19988.57809;3212997.215;396
29760;-975.82;4.164218582;400;1425.245;19981.79579;3207693.104;399
30240;-985.9289216;4.163904266;408;1414.742647;19945.47707;3207863.937;407
30720;-991.0483092;4.172999349;414;1407.371981;19971.46457;3212554.604;413
31200;-994.1647059;4.187138301;425;1406.4;19969.08434;3207311.948;424
31680;-995.5529954;4.176090436;434;1402.979263;19979.70837;3205024.986;433
32160;-994.0634921;4.166012438;441;1404.485261;19982.56236;3215614.468;440
32640;-991.4124169;4.190042892;451;1409.04878;19991.44689;3213476.148;450
33120;-991.4398249;4.201282458;457;1407.993435;19975.03176;3214419.258;456
33600;-993.3891304;4.197932292;460;1407.606522;19977.81189;3214371.518;459
34080;-998.5698925;4.195732394;465;1400.660215;19978.17746;3210034.148;464
34560;-1002.787234;4.183631655;470;1397.757447;19989.79306;3207473.887;469
35040;-1008.449791;4.216450913;478;1389.67364;19974.85605;3211666.938;477
35520;-1012.82438;4.233081081;484;1384.349174;19990.7047;3216208.386;483
36000;-1017.646341;4.201629444;492;1377.796748;19953.65946;3200084.97;491
36480;-1019.495951;4.216805784;494;1376.364372;19987.17363;3214114.065;493
36960;-1024.58;4.23058888;500;1371.73;19981.68487;3214050.007;499
37440;-1028.079208;4.216323851;505;1367.091089;19986.20392;3214421.024;504
37920;-1032.642023;4.239481276;514;1361.733463;19986.91845;3214209.115;513
38400;-1033.610687;4.21963099;524;1361.364504;19980.32549;3211490.781;523
38880;-1030.242026;4.223106481;533;1365.375235;19984.17044;3204309.877;532
39360;-1024.396679;4.217878303;542;1367.990775;19981.57059;3201263.441;541
39840;-1020.300546;4.217025351;549;1374.531876;19964.9937;3209870.19;548
40320;-1014.822581;4.192199529;558;1380.840502;19976.30327;3212997.898;557
40800;-1009.639576;4.182521936;566;1389.503534;19961.38864;3207809.052;565
41280;-1007.750439;4.188435441;569;1391.40949;19976.11453;3215472.95;568
41760;-1007.83391;4.172988985;578;1393.081315;19963.69936;3204544.648;577
42240;-1009.277873;4.144948982;583;1392.001715;19895.2889;3194150.094;582
42720;-1012.431472;4.22722823;591;1389.605753;19972.67147;3214174.636;590
43200;-1015.132997;4.209914352;594;1386.853535;19976.19165;3210746.167;593
43680;-1018.964883;4.211230426;598;1383.466555;19978.25974;3204337.039;597
44160;-1021.520525;4.197041667;609;1380.775041;19986.16311;3213068.027;608
44640;-1020.826016;4.200639225;615;1383.978862;19986.05972;3212049.658;614
45120;-1014.143541;4.192868129;627;1389.033493;19940.56432;3214961.407;626
45600;-1008.851735;4.193004825;634;1393.976341;19950.12619;3199563.625;633
46080;-996.3390093;4.169073242;646;1405.877709;19967.96436;3208945.323;645
46560;-991.0659509;4.158054875;652;1411.303681;19987.34577;3215895.871;651
47040;-983.4311649;4.142636905;661;1417.352496;19986.37068;3215054.146;660
47520;-978.2923538;4.129686974;667;1422.892054;19974.05961;3207074.81;666
48000;-973.7651403;4.131681979;677;1428.358936;19985.30503;3210998.939;676
48480;-973.3764706;4.135455858;680;1428.957353;19955.53198;3215604.61;679
48960;-972.1555233;4.141922283;688;1428.652616;19968.35147;3212942.055;687
49440;-973.6556196;4.14223483;694;1426.569164;19957.28945;3213556.124;693
49920;-977.0156919;4.128075721;701;1424.35378;19954.2501;3206721.607;700
50400;-980.190409;4.158477579;709;1419.691114;19985.15507;3211933.024;708
50880;-982.1062937;4.151419811;715;1417.061538;19975.02759;3212640.839;714
51360;-985.1722222;4.138882399;720;1414.425;19983.17538;3211962.635;719
51840;-986.7373461;4.136634934;731;1413.392613;19980.18867;3213852.53;730
52320;-987.2828146;4.122591074;739;1413.097429;19943.83007;3207663.439;738
52800;-988.7321669;4.127037879;743;1410.686406;19975.87895;3216724.651;742
53280;-990.0239362;4.127587838;752;1410.214096;19984.27375;3216154.448;751
53760;-986.2389034;4.113232887;766;1414.890339;19981.55658;3208354.019;765
54240;-985.5649351;4.114534015;770;1415.250649;19961.76254;3205230.353;769
54720;-979.3713188;4.092009777;781;1421.019206;19985.56244;3212661.08;780
55200;-973.7553866;4.087488225;789;1424.865653;19960.82804;3210621.445;788
55680;-964.6282854;4.082714799;799;1434.590738;19968.97394;3212706.905;798
56160;-963.1346633;4.079940972;802;1435.250623;19980.54141;3210317.728;801
56640;-954.3239264;4.081612023;815;1444.818405;19965.09969;3211646.874;814
57120;-952.9768293;4.078969975;820;1446.392683;19966.88606;3214350.152;819
57600;-950.3722892;4.072003299;830;1447.459036;19983.37824;3216207.17;829
58080;-948.1684588;4.06136312;837;1450.782557;19967.946;3214288.03;836
58560;-947.6263345;4.056878757;843;1450.421115;19962.14817;3205836.147;842
59040;-946.706228;4.04264685;851;1451.403055;19981.6545;3216497.844;850
59520;-942.1622248;4.03631502;863;1456.428737;19963.91764;3209275.995;862
60000;-936.8933486;4.035603;872;1462.409404;19956.4541;3208076.066;871
60480;-931.0294785;4.028790592;882;1468.510204;19969.75003;3214013.931;881
60960;-927.7750281;4.022985892;889;1471.344207;19982.83517;3213321.464;888
61440;-925.7042411;4.027534098;896;1472.373884;19961.5741;3212373.822;895
61920;-921.5501654;4.015064922;907;1476.154355;19972.0953;3212502.1;906
62400;-915.1917211;4.016207853;918;1481.920479;19982.45167;3216946.79;917
62880;-915.0206298;4.021618241;921;1481.914224;19959.76307;3206326.36;920
63360;-914.84375;4.009074258;928;1481.12931;19964.53167;3212687.785;927
63840;-915.5246781;4.012210056;932;1480.128755;19981.119;3211929.566;931
64320;-912.3647932;4.002495958;943;1484.053022;19982.23738;3218492.219;942
64800;-901.6266945;4.008223534;959;1495.698644;19973.47229;3215179.855;957
65280;-896.6856846;4.001638863;964;1500.228216;19980.89933;3213647.142;960
65760;-884.5543033;4.002498631;976;1512.762295;19976.98055;3205639.839;963
66240;-881.0662589;3.998184481;981;1518.104995;19980.95247;3212307.819;968
66720;-876.4853387;4.002889988;989;1524.82912;19964.21832;3215140.203;976
67200;-875.4567404;3.995566443;994;1526.216298;19956.47685;3211796.807;981
67680;-876.3149448;3.989715204;997;1525.366098;19979.54067;3212960.23;984
68160;-877.8832335;3.989322183;1002;1523.120758;19980.88582;3218722.035;989
68640;-879.3408867;3.975804924;1015;1521.818719;19981.33781;3214551.581;1002
69120;-880.3721841;3.992749855;1021;1519.605289;19971.23385;3215407.075;1008
69600;-880.8025292;3.986453233;1028;1518.793774;19979.06141;3217569.968;1015
70080;-881.7178744;3.97803389;1035;1516.118841;19980.50703;3216589.986;1022
70560;-883.1998079;3.977651148;1041;1514.634006;19964.80697;3216196.368;1028
71040;-882.9694948;3.973216005;1049;1515.574833;19964.08674;3212852.076;1036
71520;-880.8399247;3.984309913;1062;1517.293785;19974.52483;3217086.577;1049
72000;-880.3280374;3.98025375;1070;1517.752336;19967.92097;3215507.261;1057
72480;-880.2963653;3.985847268;1073;1517.627213;19974.337;3215291.912;1060
72960;-882.3703704;3.996548109;1080;1516.575926;19968.63949;3214807.279;1067
73440;-884.6976103;4.001003472;1088;1514.034926;19967.89261;3212729.512;1075
73920;-886.7291857;4.011630952;1093;1511.804209;19979.86321;3214858.089;1080
74400;-889.1558797;4.015742473;1097;1509.3701;19970.87603;3216324.171;1084
74880;-892.736413;4.01572102;1104;1506.463768;19974.26808;3215204.947;1091
75360;-895.7616906;4.016896762;1112;1503.044964;19968.86723;3217357.479;1099
75840;-896.2785265;4.017206158;1113;1502.259659;19969.45935;3216475.489;1100
76320;-900.9572193;4.011602398;1122;1496.449198;19955.91554;3215495.216;1109
76800;-903.2047872;4.019048112;1128;1494.992908;19975.69038;3213422.046;1115
77280;-905.4947368;4.021690541;1140;1491.871053;19976.86653;3215306.715;1127
77760;-905.2262837;4.013940651;1149;1492.057441;19977.00443;3215930.4;1136
78240;-905.465682;4.02285717;1151;1491.146829;19974.71209;3215645.92;1138
78720;-906.7836207;4.022994093;1160;1488.391379;19961.53871;3214134.636;1147
79200;-908.5120069;4.030914583;1166;1486.08319;19974.11771;3215454.535;1153
79680;-910.8609215;4.030146084;1172;1483.372014;19977.89182;3216531.112;1159
80160;-912.759322;4.029280252;1180;1481.026271;19970.66013;3215668.368;1167
3360;-1526.5;5.007455357;12;770.1666667;19966.50314;3097209.941;12
3840;-1472.95;5.176816406;20;854.3;19975.6555;3144518.489;20
4320;-1261.032258;4.917122685;31;1108.83871;19908.68003;3132964.698;31
4800;-948.8043478;4.823332292;46;1463.326087;19844.66105;3102840.441;46
5280;-915.6734694;4.816017992;49;1495.714286;19924.83134;3194167.222;49
5760;-893.2758621;4.659618056;58;1514.12069;19913.51188;3137123.345;58
6240;-899.7096774;4.568596154;62;1496.435484;19857.4505;3182745.135;62
6720;-912.4925373;4.58971875;67;1484.746269;19929.89276;3189615.89;67
7200;-935.9722222;4.706482639;72;1465.013889;19975.99556;3192229.315;72
7680;-967.7272727;4.612973958;77;1420.753247;19886.13426;3175685.277;77
8160;-998.4074074;4.640878064;81;1391.209877;19944.06307;3196528.103;81
8640;-1034.322222;4.480657986;90;1358.8;19972.39395;3171465.625;90
9120;-1052.479592;4.535918311;98;1342.163265;19847.53775;3195351.97;98
9600;-1065.196078;4.517242188;102;1334.098039;19992.40288;3170965.129;102
10080;-1082.1875;4.515961806;112;1309.508929;19850.69003;3177972.014;112
10560;-1075.881356;4.446758523;118;1319.635593;19942.45564;3174687.008;118
11040;-1084.296;4.434763587;125;1301.824;19978.23072;3182533.746;125
11520;-1089.621212;4.44681033;132;1303.734848;19983.24328;3195225.604;132
12000;-1095.971014;4.43022;138;1303.768116;19952.01705;3194032.232;138
12480;-1107.952055;4.408496394;146;1290.212329;19947.22076;3198835.138;146
12960;-1120.098039;4.405350694;153;1271.633987;19942.76775;3184820.417;153
13440;-1128.559748;4.4023125;159;1267.27044;19931.18814;3180673.351;159
13920;-1135.315476;4.45669648;168;1259.607143;19958.46611;3196036.559;168
14400;-1138.657143;4.392205903;175;1259.171429;19936.7114;3174179.806;175
14880;-1141.853107;4.519172715;177;1259.875706;19989.57293;3202510.171;177
15360;-1154.130435;4.505474935;184;1248.570652;19960.37182;3189381.247;184
15840;-1162.356383;4.502732323;188;1239.462766;19973.3291;3197507.619;188
16320;-1159.741294;4.505117647;201;1235.537313;19981.22737;3198153.162;201
16800;-1151.330144;4.481522917;209;1243.444976;19963.08026;3198974.002;209
17280;-1150.47907;4.408353009;215;1244.316279;19995.67431;3202930.937;215
17760;-1152.219731;4.464675113;223;1239.430493;19916.75211;3202904.545;223
18240;-1152.482609;4.462680099;230;1241.352174;19963.08077;3201422.806;230
18720;-1135.445833;4.389772169;240;1252.2125;19911.98629;3204035.691;240
19200;-1111.984;4.387848177;250;1276.896;19985.78547;3198594.411;250
19680;-1103.742188;4.339300559;256;1282.867188;19975.72163;3182286.437;256
20160;-1093.346008;4.310785466;263;1290.73384;19990.92596;3203633.972;263
20640;-1081.9631;4.275907946;271;1303.730627;19933.25115;3199276.58;271
21120;-1073.142857;4.25193821;280;1312.396429;19985.16712;3203972.578;280
21600;-1061.71875;4.23028588;288;1330.013889;19971.36346;3215637.459;288
22080;-1061.784247;4.216176857;292;1325.376712;19980.78875;3214131.883;292
22560;-1062.093023;4.191634752;301;1331.564784;19989.3619;3213114.343;301
23040;-1062.856678;4.165700304;307;1327.495114;19984.56056;3198636.463;307
23520;-1066.422222;4.134139031;315;1324.48254;19942.12451;3212127.4;315
24000;-1069.027864;4.173406042;323;1328;19992.17187;3217085.913;323
24480;-1069.870482;4.161433619;332;1324.207831;19971.65605;3198912.13;332
24960;-1070.282353;4.170068309;340;1328.052941;19987.1701;3211517.346;340
25440;-1067.747126;4.144880896;348;1332.91954;19983.23468;3209730.385;348
25920;-1070.838983;4.147273534;354;1328.714689;19941.26069;3213622.042;354
26400;-1074.26257;4.178785985;358;1325.424581;19987.88898;3217281.388;358
26880;-1081.882514;4.158650484;366;1316.237705;19972.98032;3210293.6;366
27360;-1086.687332;4.173940058;371;1311.983827;19969.54865;3198777.907;371
27840;-1088.65;4.161420618;380;1307.631579;19980.58434;3199878.193;380
28320;-1085.987212;4.145725459;391;1308.575448;19980.66061;3208122.003;391
28800;-1079.238693;4.1465625;398;1318.532663;19989.05681;3214491.577;398
29280;-1078.722772;4.152463286;404;1320.55198;19980.44493;3211489.421;404
29760;-1076.237864;4.138354671;412;1321.565534;19980.16964;3204338.441;412
30240;-1073.147971;4.133780919;419;1323.362768;19974.93829;3211951.562;419
30720;-1070.294393;4.15492041;428;1325.392523;19979.30363;3205788.473;428
31200;-1067.569794;4.128886058;437;1328.105263;19981.61302;3209655.933;437
31680;-1066.332579;4.141954072;442;1328.69457;19987.93875;3211003.091;442
32160;-1067.299107;4.111854322;448;1326.511161;19934.10239;3209398.214;448
32640;-1068.180828;4.108855392;459;1323.867102;19990.84306;3214291.807;459
33120;-1068.64086;4.111757397;465;1323.750538;19980.15887;3212342.717;465
33600;-1068.530655;4.123208631;473;1322.463002;19961.44801;3211500.43;473
34080;-1067.8875;4.118604754;480;1322.84375;19986.07054;3212685.072;480
34560;-1069.071721;4.107707031;488;1321.608607;19988.60909;3212894.686;488
35040;-1070.925403;4.078015696;496;1317.429435;19980.24166;3211273.617;496
35520;-1073.145709;4.084262387;501;1314.433134;19963.09;3215053.827;501
36000;-1075.462745;4.088059861;510;1312.068627;19988.29941;3207914.319;510
36480;-1077.627413;4.072122122;518;1308.494208;19988.19578;3214520.037;518
36960;-1076.400763;4.084301272;524;1309.124046;19979.98285;3207464.646;524
37440;-1075.181648;4.096056757;534;1310.131086;19960.7646;3197302.164;534
37920;-1075.607076;4.112294699;537;1310.219739;19988.67812;3209461.242;537
38400;-1079.053309;4.119568099;544;1305.349265;19979.71704;3209760.566;544
38880;-1082.211679;4.118397634;548;1300.861314;19988.70951;3207981.489;548
39360;-1086.506329;4.14846062;553;1295.466546;19967.53383;3212001.789;553
39840;-1091.521429;4.1565876;560;1291.242857;19971.17502;3212892.237;560
40320;-1095.273369;4.170535466;567;1287.391534;19986.12902;3216573.075;567
40800;-1098.413913;4.175192157;575;1284.605217;19986.2835;3217316.061;575
41280;-1102.089347;4.181300872;582;1281.396907;19974.08336;3215984.79;582
41760;-1104.30339;4.184505508;590;1278.625424;19967.4353;3210827.632;590
42240;-1106.013423;4.193398437;596;1279.42953;19954.53939;3208992.589;596
42720;-1107.975083;4.193889279;602;1276.54485;19978.17402;3210851.403;602
43200;-1110.613748;4.174059606;611;1272.99018;19971.22374;3208726.491;611
43680;-1109.394184;4.154781708;619;1275.919225;19942.70171;3213854.609;619
44160;-1103.645008;4.158193841;631;1282.535658;19973.1506;3208955.053;631
44640;-1098.971787;4.15865289;638;1287.973354;19974.97363;3210107.84;638
45120;-1089.989164;4.150063276;646;1297.114551;19963.24031;3214704.087;646
45600;-1076.634557;4.136645504;654;1309.911315;19976.50782;3201518.091;649
46080;-1059.83033;4.128341905;666;1325.226727;19971.93961;3211946.939;659
46560;-1053.171131;4.12235771;672;1332.135417;19966.17482;3211172.44;665
47040;-1047.584683;4.117820897;679;1339.148748;19978.15876;3211472.918;672
47520;-1042.40407;4.127130156;688;1341.84157;19984.21674;3208069.737;681
48000;-1035.402579;4.132590625;698;1347.697708;19975.99622;3209799.159;691
48480;-1030.586648;4.138321988;704;1350.701705;19980.92188;3215006.078;697
48960;-1029.687853;4.134099469;708;1350.874294;19930.85518;3209011.176;701
49440;-1030.46993;4.14271157;715;1350.372028;19971.69798;3208656.886;708
49920;-1032.184722;4.1398123;720;1348.394444;19985.70719;3218059.234;713
50400;-1034.846365;4.127280456;729;1346.858711;19982.21848;3213058.899;722
50880;-1034.253731;4.140291961;737;1347.896879;19973.29789;3213333.225;730
51360;-1035.573925;4.149693341;744;1345.50672;19980.87276;3210350.954;737
51840;-1037.622995;4.149477045;748;1344.965241;19985.03016;3210630.216;741
52320;-1040.970784;4.141649178;753;1341.747676;19985.67285;3217951.669;746
52800;-1042.956693;4.135630303;762;1339.454068;19970.41377;3208079.945;755
53280;-1043.950585;4.12645458;769;1339.879064;19980.91698;3213098.085;762
53760;-1044.452903;4.119942894;775;1339.024516;19979.89777;3212389.227;768
54240;-1042.728426;4.11985177;788;1340.076142;19971.53532;3214984.7;781
54720;-1038.798995;4.134001645;796;1345.060302;19978.27514;3214066.975;789
55200;-1038.310087;4.128981975;803;1345.457036;19983.81709;3213209.21;796
55680;-1038.652174;4.123175467;805;1345.324224;19978.8608;3212437.33;798
56160;-1038.859951;4.123128561;814;1343.584767;19980.91182;3213785.002;807
56640;-1041.139903;4.142623234;822;1340.96472;19983.46204;3215785.505;815
57120;-1042.12954;4.137197479;826;1340.03753;19975.47276;3213258.816;819
57600;-1044.388756;4.151534028;836;1336.985646;19961.02934;3216694.024;829
58080;-1045.93698;4.147813533;841;1334.932224;19981.89951;3215710.694;834
58560;-1048.472255;4.1529118;847;1332.226682;19979.40035;3214976.245;840
59040;-1050.243275;4.147780064;855;1331.940351;19965.95252;3210134.921;848
59520;-1050.693735;4.143309896;862;1331.678654;19966.79741;3214312.057;855
60000;-1049.36;4.146514333;875;1333.136;19981.12701;3214110.592;868
60480;-1049.591581;4.156706267;879;1333.588168;19957.89485;3215900.681;872
60960;-1050.210646;4.158996883;883;1333.232163;19983.36486;3214939.688;876
61440;-1052.882287;4.160845947;892;1329.94843;19979.0124;3217483.651;885
61920;-1054.067853;4.148793282;899;1329.457175;19972.4693;3214795.246;892
62400;-1055.250829;4.162002083;905;1327.843094;19975.14249;3214235.132;898
62880;-1057.432018;4.16685027;912;1325.066886;19956.98576;3210534.122;905
63360;-1058.856987;4.172046402;916;1322.183406;19978.63846;3204071.966;909
63840;-1060.606094;4.188072368;919;1320.474429;19975.4097;3215398.551;912
64320;-1062.743229;4.179330535;923;1319.111593;19967.57948;3216157.632;916
64800;-1064.903991;4.187034182;927;1316.93959;19977.57187;3213741.789;920
65280;-1065.095847;4.179789445;939;1317.395101;19972.12903;3214844.939;932
65760;-1058.247899;4.180614964;952;1324.121849;19969.9406;3212976.643;945
66240;-1048.93763;4.169813783;962;1335.244283;19979.85528;3217931.57;952
66720;-1044.578947;4.159139913;969;1340.877193;19980.7882;3210271.948;959
67200;-1037.599182;4.145897545;978;1346.937628;19982.00532;3212518.977;967
67680;-1035.98167;4.139090721;982;1349.327902;19977.0057;3214407.905;971
68160;-1033.131048;4.135606221;992;1351.966734;19970.60792;3213033.413;981
68640;-1031.776;4.132044799;1000;1352.758;19976.66694;3213272.465;989
69120;-1031.92323;4.126459129;1003;1353.229312;19976.57407;3213692.34;992
69600;-1033.086139;4.117676365;1010;1352.156436;19979.34554;3212474.54;999
70080;-1033.30943;4.117872146;1018;1350.911591;19953.14892;3207915.218;1007
70560;-1033.407407;4.135533305;1026;1349.259259;19952.78277;3209894.918;1015
71040;-1032.309478;4.123669482;1034;1349.412959;19979.68981;3215870.697;1023
71520;-1030.415547;4.127297749;1042;1351.491363;19980.26381;3213284.416;1031
72000;-1021.44896;4.113120694;1058;1359.510397;19973.75684;3208004.679;1047
72480;-1014.803187;4.09915218;1067;1365.823805;19973.39335;3213145.846;1056
72960;-1012.963585;4.11232182;1071;1367.62465;19969.20879;3218055.093;1060
73440;-1011.640669;4.111862337;1077;1368.952646;19952.01194;3215929.511;1066
73920;-1011.231336;4.098741748;1085;1368.814747;19943.97747;3216769.052;1074
74400;-1009.86055;4.118800941;1090;1369.355963;19980.02696;3216100.244;1079
74880;-1010.671832;4.099725628;1097;1369.033728;19978.02747;3213044.427;1086
75360;-1007.976534;4.099179472;1108;1369.424188;19952.34602;3217736.044;1097
75840;-1005.758744;4.093259296;1115;1372.0287;19968.82971;3215416.537;1104
76320;-1003.922529;4.081411622;1123;1372.619768;19966.40385;3205087.762;1112
76800;-1000.150309;4.07295944;1131;1376.844385;19970.90195;3210236.424;1120
77280;-995.6836109;4.076670031;1141;1380.725679;19978.44632;3216718.706;1130
77760;-988.8151042;4.077552148;1152;1387.663194;19966.26025;3216352.873;1141
78240;-987.6133218;4.076761439;1156;1388.749135;19970.02136;3216800.721;1145
78720;-987.6055125;4.078743648;1161;1389.187769;19968.17269;3215722.863;1150
79200;-987.9554413;4.072013194;1167;1388.201371;19978.18152;3210374.587;1156
79680;-988.6768968;4.080977284;1173;1387.424552;19957.61841;3212673.48;1162
80160;-990.0838273;4.07314365;1181;1387.261643;19975.05586;3213618.737;1170
3360;-1478;5.040446429;12;825.25;19609.39711;3103201.39;12
3840;-1378.695652;4.754653646;23;1055.652174;19796.00235;3123917.854;23
