Assembly,OpenOrders,TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
94.65213,15,4.96,10.68,149,15,3,2181
94.65213,15,4.96,10.68,404,40,8,5002
94.65213,15,4.96,10.68,161,15,3,1792
95.43931,16,4.12,10.54,255,25,5,3774
95.43931,16,4.12,10.54,147,15,3,1624
95.43931,16,4.12,10.54,310,30,6,3690
95.43931,16,4.12,10.54,255,25,5,3629
95.43931,16,4.12,10.54,156,15,3,1950
94.92173,16,5.9,10.35,245,25,5,2574
94.92173,16,5.9,10.35,151,15,3,1606
94.78049,15,5.96,11.2,255,25,5,3282
94.26487,11,5.05,9.33,153,15,3,1577
93.87266,9,4.23,8.34,255,25,5,3612
93.12104,9,2.99,7.56,153,15,3,2164
92.13461,10,1.81,4.57,149,15,3,1782
91.308495,8,2.56,6.67,310,30,6,4359
91.308495,8,2.56,6.67,201,20,4,2324
91.3582,8,3.75,8.6,151,15,3,1915
91.3582,8,3.75,8.6,397,40,8,4625
91.3582,8,3.75,8.6,255,25,5,3580
90.452515,10,4.56,9.7,200,20,4,2631
93.22182,10,4.37,10.15,149,15,3,1499
94.68129,9,4.12,8.03,158,15,3,2219
94.38602,10,2.46,5.77,158,15,3,2133
94.38602,10,2.46,5.77,197,20,4,2939
93.8911,8,3.15,7.06,310,30,6,4140
93.01075,8,1.62,4.82,255,25,5,3609
92.560005,8,2.5,6.25,255,25,5,3777
92.560005,8,2.5,6.25,199,20,4,2198
92.221825,7,2.36,7.37,152,15,3,1592
92.221825,7,2.36,7.37,397,40,8,5946
91.50952,7,2.38,6.25,150,15,3,1879
91.445244,8,2.73,7.33,404,40,8,4064
91.445244,8,2.73,7.33,149,15,3,2126
90.35172,6,0.68,1.44,310,30,6,4249
90.35172,6,0.68,1.44,253,25,5,3645
89.53034,6,0.85,2.59,158,15,3,1666
89.53034,6,0.85,2.59,152,15,3,1631
89.53034,6,0.85,2.59,161,15,3,2015
89.53034,6,0.85,2.59,147,15,3,1608
89.53034,6,0.85,2.59,245,25,5,2853
89.53034,6,0.85,2.59,256,25,5,2697
90.12905,12,4.44,9.65,310,30,6,4335
90.12905,12,4.44,9.65,150,15,3,1785
90.12905,12,4.44,9.65,153,15,3,2068
90.12905,12,4.44,9.65,147,15,3,1609
90.66083,15,5.08,10.81,200,20,4,2475
91.8432,16,6.64,9.7,201,20,4,2590
91.8432,16,6.64,9.7,156,15,3,1818
91.8432,16,6.64,9.7,199,20,4,2705
93.45375,11,3.91,7.48,310,30,6,4444
93.45375,11,3.91,7.48,253,25,5,3333
93.45375,11,3.91,7.48,209,20,4,2198
93.45375,11,3.91,7.48,199,20,4,2043
95.25779,9,4.05,9.34,156,15,3,2297
95.25779,9,4.05,9.34,193,20,4,2499
95.25779,9,4.05,9.34,193,20,4,2702
95.50672,9,4.76,9.73,417,40,8,4343
95.50672,9,4.76,9.73,151,15,3,2161
95.50672,9,4.76,9.73,153,15,3,1794
95.50672,9,4.76,9.73,255,25,5,3154
98.01303,12,4.98,9.64,151,15,3,1728
98.01303,12,4.98,9.64,255,25,5,2744
98.347694,12,4.65,9.7,417,40,8,6248
97.03318,9,2.92,6.21,253,25,5,2901
97.03318,9,2.92,6.21,149,15,3,1797
97.03318,9,2.92,6.21,147,15,3,1522
96.5687,9,2.67,6.15,256,25,5,2621
96.5687,9,2.67,6.15,255,25,5,2653
96.5687,9,2.67,6.15,161,15,3,1690
96.5687,9,2.67,6.15,399,40,8,5109
96.5687,9,2.67,6.15,145,15,3,1488
96.5687,9,2.67,6.15,193,20,4,2507
96.43406,14,6.09,10.82,200,20,4,2164
96.43406,14,6.09,10.82,442,45,9,5633
96.43406,14,6.09,10.82,149,15,3,2131
96.43406,14,6.09,10.82,209,20,4,2333
97.6801,17,7.34,10.9,195,20,4,2407
97.6801,17,7.34,10.9,199,20,4,2435
100.44966,18,6.5,11.47,404,40,8,5631
102.388855,14,6.72,11.6,153,15,3,2085
103.81317,15,6.44,11.83,209,20,4,2799
104.95307,12,5.36,10.1,152,15,3,2073
104.95307,12,5.36,10.1,255,25,5,2852
104.95307,12,5.36,10.1,149,15,3,1521
104.95307,12,5.36,10.1,209,20,4,2124
104.61098,13,4.78,8.5,161,15,3,1979
104.36252,12,4.49,11.05,149,15,3,2098
104.36252,12,4.49,11.05,152,15,3,2015
103.93716,13,4.17,9.68,151,15,3,2131
103.93716,13,4.17,9.68,404,40,8,5747
103.93716,13,4.17,9.68,417,40,8,5186
103.29231,16,4.76,9.57,442,45,9,4594
103.29231,16,4.76,9.57,245,25,5,3556
103.40009,15,6.28,11.78,147,15,3,1801
103.40009,15,6.28,11.78,397,40,8,4257
103.40009,15,6.28,11.78,245,25,5,3346
103.35566,14,6.59,10.2,156,15,3,1596
103.35566,14,6.59,10.2,149,15,3,2036
103.35566,14,6.59,10.2,155,15,3,2304
105.09111,12,5.71,11.65,245,25,5,3480
105.09111,12,5.71,11.65,397,40,8,5333
105.95171,13,5.03,10.88,193,20,4,2438
105.95171,13,5.03,10.88,151,15,3,2203
105.95171,13,5.03,10.88,397,40,8,5450
105.95171,13,5.03,10.88,161,15,3,1969
105.379906,15,4.95,11.81,145,15,3,1947
105.379906,15,4.95,11.81,158,15,3,1673
104.92863,14,5.58,11.46,155,15,3,1725
104.92863,14,5.58,11.46,151,15,3,1857
104.92863,14,5.58,11.46,310,30,6,3410
104.55404,16,4.92,10.83,255,25,5,2581
104.64553,16,4.28,9.05,200,20,4,2911
104.73654,10,3.77,6.72,197,20,4,2592
104.73654,10,3.77,6.72,145,15,3,2100
104.73654,10,3.77,6.72,151,15,3,1735
104.96587,10,4.29,9.24,399,40,8,5786
104.96587,10,4.29,9.24,147,15,3,1700
105.19195,11,4.28,8.94,310,30,6,4152
105.19195,11,4.28,8.94,150,15,3,1835
105.19195,11,4.28,8.94,253,25,5,3191
105.02235,13,4.24,9.44,150,15,3,2205
105.02235,13,4.24,9.44,255,25,5,3550
105.02235,13,4.24,9.44,201,20,4,2874
104.7735,12,4.34,10.88,197,20,4,2233
104.96414,9,4.24,9.88,199,20,4,2777
105.24202,9,3.7,9.12,147,15,3,2005
105.24202,9,3.7,9.12,201,20,4,2720
105.24202,9,3.7,9.12,151,15,3,2253
105.24202,9,3.7,9.12,150,15,3,1743
104.781334,13,3.1,8.05,152,15,3,1834
104.781334,13,3.1,8.05,209,20,4,2100
104.380066,14,4.17,8.3,147,15,3,1523
104.380066,14,4.17,8.3,161,15,3,2103
104.2279,14,4.07,8.06,253,25,5,2883
104.19773,14,4.02,9.1,158,15,3,2325
103.734146,7,1.56,4.42,149,15,3,1958
103.734146,7,1.56,4.42,201,20,4,2548
103.734146,7,1.56,4.42,310,30,6,3247
103.734146,7,1.56,4.42,201,20,4,2344
103.734146,7,1.56,4.42,255,25,5,2587
103.12051,9,2.68,5.62,156,15,3,1790
103.1624,10,5.56,11.66,254,25,5,2969
103.1624,10,5.56,11.66,147,15,3,1604
8.115477,7,1.29,3.42,199,20,4,2771
8.115477,7,1.29,3.42,255,25,5,2571
8.115477,7,1.29,3.42,254,25,5,2918
8.115477,7,1.29,3.42,156,15,3,2228
8.115477,7,1.29,3.42,417,40,8,4947
9.923177,11,3.67,8.82,145,15,3,1829
16.32963,10,6.26,9.95,200,20,4,2937
16.32963,10,6.26,9.95,158,15,3,1949
16.32963,10,6.26,9.95,254,25,5,2820
16.32963,10,6.26,9.95,256,25,5,3098
24.933958,13,5.98,11.38,442,45,9,5915
29.58466,12,6.64,10.88,256,25,5,3446
35.743603,7,1.41,3.44,151,15,3,1659
35.743603,7,1.41,3.44,195,20,4,2227
35.743603,7,1.41,3.44,199,20,4,2000
33.360695,10,1.33,3.67,209,20,4,2381
38.179947,9,4.08,8.85,199,20,4,2869
37.05392,9,3.68,8.68,254,25,5,2589
37.05392,9,3.68,8.68,149,15,3,1766
37.0272,10,3.43,8.12,397,40,8,5434
37.0272,10,3.43,8.12,404,40,8,5138
37.0272,10,3.43,8.12,156,15,3,2109
40.69408,12,5.38,11.15,399,40,8,4027
40.69408,12,5.38,11.15,195,20,4,2358
48.01927,11,5.4,11.35,161,15,3,1685
48.01927,11,5.4,11.35,197,20,4,2718
48.01927,11,5.4,11.35,417,40,8,5558
48.01927,11,5.4,11.35,417,40,8,5210
51.399803,14,6.38,10.05,256,25,5,3080
51.399803,14,6.38,10.05,209,20,4,2275
51.399803,14,6.38,10.05,255,25,5,3585
56.059658,16,7.51,10.93,150,15,3,2223
56.059658,16,7.51,10.93,199,20,4,2809
58.6048,14,6.8,11.46,147,15,3,1853
58.6048,14,6.8,11.46,151,15,3,2090
60.71962,15,5.95,11.23,158,15,3,2275
60.71962,15,5.95,11.23,156,15,3,2039
60.71962,15,5.95,11.23,145,15,3,1599
62.35975,17,6.08,10.75,255,25,5,3464
66.002235,14,3.56,8.64,152,15,3,2022
65.61384,12,2.18,5.31,147,15,3,1813
65.61384,12,2.18,5.31,245,25,5,3002
65.61384,12,2.18,5.31,145,15,3,1656
66.448135,11,3.58,9.12,199,20,4,2708
66.448135,11,3.58,9.12,404,40,8,4395
66.73873,10,4.05,8,158,15,3,2347
66.73873,10,4.05,8,156,15,3,2076
67.24772,12,4.26,9.78,255,25,5,2830
67.24772,12,4.26,9.78,255,25,5,3605
67.24772,12,4.26,9.78,442,45,9,6518
66.55941,11,5.66,10.92,255,25,5,3271
68.46067,11,6.51,11.01,193,20,4,2625
71.26141,11,5.41,11.79,256,25,5,2709
70.44524,11,3.67,7.05,145,15,3,2099
70.44524,11,3.67,7.05,150,15,3,1628
70.44524,11,3.67,7.05,158,15,3,2141
69.86492,10,3.51,6.63,156,15,3,1694
69.86492,10,3.51,6.63,152,15,3,1723
69.86492,10,3.51,6.63,399,40,8,5688
68.02637,13,1.64,4.57,147,15,3,1945
68.02637,13,1.64,4.57,193,20,4,2390
69.18755,12,4.82,11.02,145,15,3,1607
69.68323,10,4.5,9.78,399,40,8,4273
69.68323,10,4.5,9.78,161,15,3,1821
69.68323,10,4.5,9.78,256,25,5,2835
69.68323,10,4.5,9.78,156,15,3,2242
68.25779,10,4.24,9.12,158,15,3,1609
67.26996,9,4.57,10.25,253,25,5,3111
67.26996,9,4.57,10.25,201,20,4,2392
69.677986,10,2.91,7.05,404,40,8,4515
69.677986,10,2.91,7.05,150,15,3,1605
69.677986,10,2.91,7.05,255,25,5,3643
71.1532,12,3.72,8.54,147,15,3,2157
71.1532,12,3.72,8.54,153,15,3,2218
71.1532,12,3.72,8.54,253,25,5,3592
71.1532,12,3.72,8.54,199,20,4,2889
74.22549,12,5.04,11,149,15,3,2118
74.22549,12,5.04,11,155,15,3,2021
74.22549,12,5.04,11,201,20,4,2435
76.12224,13,3.92,8.96,147,15,3,1749
76.12224,13,3.92,8.96,145,15,3,1892
76.12224,13,3.92,8.96,253,25,5,2887
74.67458,12,3.69,6.88,442,45,9,6000
74.83186,12,4.77,9.5,245,25,5,3267
74.83186,12,4.77,9.5,161,15,3,2361
75.42928,11,4.34,9.05,147,15,3,1471
75.42928,11,4.34,9.05,145,15,3,1893
76.020874,11,3.81,9.7,149,15,3,2183
76.020874,11,3.81,9.7,199,20,4,2594
76.020874,11,3.81,9.7,145,15,3,1587
75.09587,10,3.28,8.59,256,25,5,3460
75.09587,10,3.28,8.59,195,20,4,2806
74.71321,12,4.35,8.91,158,15,3,2360
74.71321,12,4.35,8.91,399,40,8,4999
75.31355,12,5.36,12.15,255,25,5,3678
76.91078,11,4.93,10.4,199,20,4,2093
76.91078,11,4.93,10.4,151,15,3,2233
76.91078,11,4.93,10.4,442,45,9,5948
78.390335,12,4.17,10.75,245,25,5,3199
78.390335,12,4.17,10.75,310,30,6,4174
78.390335,12,4.17,10.75,253,25,5,3192
78.390335,12,4.17,10.75,156,15,3,2297
78.390335,12,4.17,10.75,442,45,9,6580
80.80621,15,6.52,10.26,255,25,5,3678
84.26653,12,4.22,10.47,156,15,3,1620
83.93598,12,3.31,6.52,209,20,4,2665
85.67971,9,1.45,3.5,200,20,4,2854
85.67971,9,1.45,3.5,145,15,3,1730
84.55284,8,1.26,2.84,193,20,4,1934
84.15604,8,3.21,7.04,399,40,8,5498
83.212135,8,0.95,1.25,197,20,4,2115
84.08274,7,1.95,5.29,145,15,3,1595
84.08274,7,1.95,5.29,158,15,3,2189
84.08274,7,1.95,5.29,200,20,4,2654
83.37846,8,4.35,9.65,197,20,4,2587
82.79537,8,3.66,9.2,256,25,5,2988
82.79537,8,3.66,9.2,158,15,3,1638
84.215004,7,4.08,10.24,397,40,8,4564
84.215004,7,4.08,10.24,404,40,8,5517
86.20553,8,4,9.59,209,20,4,3040
86.20553,8,4,9.59,254,25,5,3296
86.66324,9,4.74,10,399,40,8,4459
86.66324,9,4.74,10,153,15,3,1667
86.66324,9,4.74,10,195,20,4,2557
86.66324,9,4.74,10,161,15,3,1611
88.19156,11,5.4,11.53,442,45,9,4945
88.19156,11,5.4,11.53,404,40,8,5264
88.19156,11,5.4,11.53,442,45,9,4694
88.19156,11,5.4,11.53,200,20,4,2976
90.045006,15,6.46,12.26,417,40,8,5653
90.045006,15,6.46,12.26,255,25,5,3021
90.045006,15,6.46,12.26,149,15,3,1685
93.50111,15,7.31,10.54,199,20,4,2817
93.50111,15,7.31,10.54,152,15,3,2042
97.05687,16,6.98,11.28,153,15,3,1943
97.05687,16,6.98,11.28,147,15,3,1858
98.76788,16,4.55,8.67,397,40,8,5546
98.76788,16,4.55,8.67,442,45,9,4717
98.45406,16,5.66,10,147,15,3,1876
98.45406,16,5.66,10,310,30,6,4003
98.45166,17,5.7,10.99,199,20,4,2251
98.1499,15,5.52,10.1,256,25,5,2914
98.1499,15,5.52,10.1,156,15,3,1643
98.1499,15,5.52,10.1,195,20,4,2409
98.057556,13,4.21,10.12,245,25,5,3458
98.057556,13,4.21,10.12,310,30,6,4124
98.057556,13,4.21,10.12,149,15,3,2176
97.73441,16,5.4,11.84,147,15,3,2071
97.73441,16,5.4,11.84,149,15,3,1840
97.73441,16,5.4,11.84,147,15,3,2004
98.40286,16,5.51,10.25,253,25,5,2992
98.40286,16,5.51,10.25,195,20,4,2385
99.53188,17,5.78,11.58,255,25,5,2969
99.53188,17,5.78,11.58,155,15,3,1834
99.26035,16,5.57,10.32,147,15,3,1835
99.26035,16,5.57,10.32,161,15,3,1615
100.15602,16,4.38,9.55,442,45,9,6090
100.15602,16,4.38,9.55,199,20,4,2296
100.15602,16,4.38,9.55,150,15,3,1753
100.21345,16,5.64,11.77,147,15,3,1787
100.21345,16,5.64,11.77,193,20,4,2275
100.21345,16,5.64,11.77,199,20,4,2542
101.58779,13,4.98,10.52,404,40,8,4516
101.58779,13,4.98,10.52,201,20,4,2843
101.94006,10,5.09,11.92,152,15,3,1546
101.94006,10,5.09,11.92,193,20,4,2889
102.034355,10,3.84,7.56,253,25,5,3653
102.034355,10,3.84,7.56,156,15,3,1694
102.034355,10,3.84,7.56,150,15,3,2023
101.82114,11,4.51,8.92,253,25,5,2938
100.242905,9,3.16,7.4,149,15,3,1590
100.242905,9,3.16,7.4,151,15,3,1644
99.3552,8,1.86,4.2,199,20,4,2512
99.3552,8,1.86,4.2,200,20,4,2929
99.3552,8,1.86,4.2,156,15,3,2256
99.3552,8,1.86,4.2,147,15,3,1887
98.38113,11,1.44,4.1,161,15,3,2240
98.58922,10,4.36,8.06,195,20,4,2881
98.58922,10,4.36,8.06,152,15,3,1592
97.96037,10,3.7,9.12,256,25,5,2835
97.96037,10,3.7,9.12,199,20,4,2557
97.96037,10,3.7,9.12,147,15,3,1846
97.96037,10,3.7,9.12,417,40,8,5968
97.96037,10,3.7,9.12,147,15,3,2192
97.755714,13,5.49,11.42,442,45,9,5257
97.755714,13,5.49,11.42,255,25,5,3811
97.755714,13,5.49,11.42,199,20,4,2245
98.455345,15,6.16,9.83,399,40,8,4947
99.33258,13,6.61,10.93,158,15,3,2256
99.33258,13,6.61,10.93,245,25,5,2591
101.53203,12,5.68,12.01,150,15,3,1977
101.53203,12,5.68,12.01,156,15,3,1691
102.18547,11,4.19,10.07,145,15,3,1932
102.18547,11,4.19,10.07,149,15,3,1582
102.64174,11,3.12,6.58,256,25,5,3279
102.64174,11,3.12,6.58,145,15,3,1990
102.64174,11,3.12,6.58,253,25,5,3351
102.08057,13,4.38,10.52,199,20,4,2349
102.08057,13,4.38,10.52,153,15,3,1731
102.025185,14,4.6,10.35,442,45,9,5538
102.29657,12,4.93,11.56,201,20,4,2093
102.29657,12,4.93,11.56,399,40,8,5426
102.29657,12,4.93,11.56,404,40,8,4633
101.854675,13,6.03,10.63,253,25,5,3586
101.86431,12,5.36,10.83,199,20,4,2797
102.04592,11,5.91,10.74,256,25,5,3031
102.04592,11,5.91,10.74,153,15,3,2209
101.67917,10,4.19,10.07,197,20,4,2725
101.67917,10,4.19,10.07,149,15,3,2175
101.7014,10,3.29,8.45,245,25,5,2889
101.7014,10,3.29,8.45,147,15,3,1825
101.50783,12,3.42,9.12,153,15,3,2080
101.85954,12,3.92,7.84,254,25,5,3356
101.85954,12,3.92,7.84,417,40,8,5664
101.85954,12,3.92,7.84,245,25,5,3657
101.85954,12,3.92,7.84,399,40,8,4000
101.316376,15,3.55,8.92,150,15,3,1726
101.316376,15,3.55,8.92,155,15,3,2042
101.316376,15,3.55,8.92,147,15,3,2139
101.01216,14,5.55,10.67,147,15,3,2055
101.01216,14,5.55,10.67,156,15,3,2189
101.01216,14,5.55,10.67,209,20,4,2435
101.01216,14,5.55,10.67,404,40,8,4390
102.20792,12,5.44,11.57,161,15,3,1985
102.20792,12,5.44,11.57,156,15,3,1781
102.43148,13,5.33,9.92,158,15,3,1767
102.43148,13,5.33,9.92,397,40,8,4357
102.43148,13,5.33,9.92,153,15,3,1930
102.68501,14,5.4,12.02,193,20,4,2022
102.68501,14,5.4,12.02,310,30,6,3383
102.68501,14,5.4,12.02,153,15,3,2048
104.66449,15,4.3,11.06,199,20,4,2371
104.66449,15,4.3,11.06,310,30,6,3192
104.66449,15,4.3,11.06,151,15,3,1975
104.66449,15,4.3,11.06,151,15,3,2066
104.66449,15,4.3,11.06,404,40,8,4237
104.52404,17,7.4,11.26,417,40,8,6009
104.52404,17,7.4,11.26,310,30,6,4075
104.52404,17,7.4,11.26,145,15,3,1701
105.07869,17,7.23,11.51,145,15,3,1667
105.07869,17,7.23,11.51,201,20,4,2636
105.07869,17,7.23,11.51,147,15,3,1849
105.33979,18,6.91,10.53,145,15,3,1571
105.33979,18,6.91,10.53,147,15,3,1752
105.62791,20,7.26,9.68,195,20,4,2133
105.62791,20,7.26,9.68,156,15,3,1767
105.62791,20,7.26,9.68,200,20,4,2840
105.62791,20,7.26,9.68,201,20,4,2104
105.82186,19,6.73,10.35,195,20,4,2137
105.76495,16,6.29,11.67,149,15,3,1607
105.48815,11,3.99,8.45,197,20,4,2596
105.48815,11,3.99,8.45,256,25,5,3790
105.48815,11,3.99,8.45,255,25,5,2774
104.77997,10,3.12,7.5,199,20,4,2279
105.59027,8,5.52,11.56,417,40,8,4558
105.59027,8,5.52,11.56,201,20,4,2420
105.91,8,4.33,9.2,193,20,4,2703
105.52229,9,3.54,9.84,201,20,4,2672
105.52229,9,3.54,9.84,149,15,3,1493
104.82903,11,3.14,6.71,255,25,5,2735
104.87622,9,3.18,7.43,153,15,3,2013
104.87622,9,3.18,7.43,145,15,3,1910
104.87622,9,3.18,7.43,256,25,5,3461
104.70515,11,4.78,10.27,253,25,5,2835
104.85304,10,4.18,9.58,256,25,5,2781
104.85304,10,4.18,9.58,156,15,3,1594
104.85304,10,4.18,9.58,147,15,3,1941
104.85304,10,4.18,9.58,197,20,4,2190
104.499435,12,3.31,7.95,254,25,5,2704
104.499435,12,3.31,7.95,209,20,4,2284
104.499435,12,3.31,7.95,151,15,3,1624
105.07701,11,5.51,11.57,200,20,4,2306
105.07701,11,5.51,11.57,155,15,3,2007
105.07701,11,5.51,11.57,200,20,4,2081
104.938965,13,4.08,9.68,200,20,4,2436
104.938965,13,4.08,9.68,149,15,3,1552
104.938965,13,4.08,9.68,199,20,4,2290
104.938965,13,4.08,9.68,197,20,4,2093
104.624374,14,4.91,11.12,442,45,9,4716
104.624374,14,4.91,11.12,310,30,6,4501
104.624374,14,4.91,11.12,310,30,6,3262
105.10295,14,6.29,11.82,147,15,3,1560
105.81187,13,5.44,11.16,156,15,3,1724
105.81187,13,5.44,11.16,199,20,4,2728
106.092064,12,4.65,11.3,245,25,5,2864
106.092064,12,4.65,11.3,156,15,3,1866
106.092064,12,4.65,11.3,399,40,8,5919
106.90953,9,5.8,10.25,201,20,4,2414
106.90953,9,5.8,10.25,149,15,3,2115
106.4672,10,3.34,7.38,310,30,6,4361
106.4672,10,3.34,7.38,149,15,3,1991
106.01046,10,1.98,6.25,199,20,4,2678
106.01046,10,1.98,6.25,155,15,3,2280
106.01046,10,1.98,6.25,151,15,3,2213
106.01046,10,1.98,6.25,197,20,4,1986
105.73245,12,3.57,7.9,201,20,4,2278
105.73245,12,3.57,7.9,254,25,5,2933
105.73245,12,3.57,7.9,197,20,4,2680
105.73245,12,3.57,7.9,151,15,3,1543
105.38587,14,5.22,10.08,156,15,3,1975
105.38587,14,5.22,10.08,255,25,5,3365
105.95249,15,5.94,12.25,158,15,3,1824
105.95249,15,5.94,12.25,151,15,3,1756
21.09137,14,6.07,11.25,197,20,4,2716
25.483198,13,5.98,10.97,255,25,5,2939
25.483198,13,5.98,10.97,256,25,5,3757
33.76088,12,5.83,10.74,152,15,3,2173
33.76088,12,5.83,10.74,151,15,3,1624
34.01979,13,4.67,9.93,145,15,3,1722
34.01979,13,4.67,9.93,442,45,9,5414
34.01979,13,4.67,9.93,201,20,4,2761
34.01979,13,4.67,9.93,151,15,3,2215
34.703407,16,5.58,11.15,147,15,3,2123
35.940624,16,5.35,10.77,245,25,5,3579
35.940624,16,5.35,10.77,199,20,4,2601
35.970192,16,5.14,10.77,195,20,4,2260
35.970192,16,5.14,10.77,254,25,5,2643
38.266537,11,1.46,4.04,245,25,5,2513
38.266537,11,1.46,4.04,150,15,3,1865
38.266537,11,1.46,4.04,147,15,3,1889
37.992893,11,1.38,3.56,195,20,4,1997
38.207016,8,3,6.29,256,25,5,2711
38.350494,5,0.9,1.3,253,25,5,2824
37.18513,3,2.08,4.78,417,40,8,4460
39.364403,4,3.73,8.03,256,25,5,3796
39.364403,4,3.73,8.03,149,15,3,1813
38.075954,6,2.19,5.2,153,15,3,2085
39.305,6,2.47,6.91,245,25,5,2973
40.852886,7,3.33,7.58,150,15,3,1595
40.852886,7,3.33,7.58,255,25,5,3365
40.852886,7,3.33,7.58,255,25,5,3468
41.955864,10,3.66,7.5,161,15,3,1803
41.955864,10,3.66,7.5,147,15,3,1929
41.955864,10,3.66,7.5,256,25,5,3280
44.658333,11,4.17,9.68,145,15,3,1806
44.658333,11,4.17,9.68,254,25,5,3741
46.80611,11,4.38,9.58,255,25,5,3611
47.121773,11,3.21,8.16,145,15,3,2039
47.121773,11,3.21,8.16,149,15,3,2059
45.71139,9,1.3,4.33,158,15,3,2055
45.71139,9,1.3,4.33,209,20,4,2873
45.71139,9,1.3,4.33,156,15,3,2147
45.71139,9,1.3,4.33,153,15,3,1775
49.27879,12,3.85,8.01,156,15,3,1898
49.27879,12,3.85,8.01,199,20,4,2315
52.42114,12,5.4,11.22,149,15,3,1848
52.42114,12,5.4,11.22,256,25,5,3637
52.42114,12,5.4,11.22,197,20,4,2932
55.661964,14,4.43,10.8,442,45,9,6253
55.661964,14,4.43,10.8,151,15,3,2155
55.661964,14,4.43,10.8,149,15,3,2150
62.233727,10,5.2,11.26,201,20,4,2109
62.233727,10,5.2,11.26,201,20,4,2973
62.233727,10,5.2,11.26,310,30,6,3465
62.001644,10,5.03,11.43,245,25,5,3415
62.001644,10,5.03,11.43,149,15,3,2109
62.001644,10,5.03,11.43,158,15,3,1789
62.53454,12,4.75,10.97,158,15,3,1775
62.53454,12,4.75,10.97,150,15,3,2027
62.53454,12,4.75,10.97,399,40,8,5053
62.53454,12,4.75,10.97,201,20,4,2263
64.35849,15,4.41,11.52,149,15,3,2094
64.35849,15,4.41,11.52,399,40,8,5057
66.23115,16,6.57,10.65,245,25,5,3037
66.23115,16,6.57,10.65,155,15,3,2249
66.23115,16,6.57,10.65,147,15,3,1655
67.6351,16,6.03,11.05,256,25,5,2747
67.6351,16,6.03,11.05,256,25,5,3577
70.1625,16,5.31,8.73,155,15,3,1989
70.1625,16,5.31,8.73,147,15,3,1980
70.1625,16,5.31,8.73,199,20,4,2693
71.104355,16,6.65,10.31,150,15,3,1509
71.104355,16,6.65,10.31,404,40,8,4257
71.104355,16,6.65,10.31,255,25,5,3136
71.104355,16,6.65,10.31,149,15,3,1736
71.55829,17,7.66,11.15,158,15,3,1965
71.104355,16,6.65,10.31,404,40,8,4552
71.104355,16,6.65,10.31,253,25,5,3007
73.53736,18,6.75,11.23,156,15,3,1629
73.53736,18,6.75,11.23,145,15,3,1493
78.16081,19,6.86,10.09,199,20,4,2509
78.16081,19,6.86,10.09,255,25,5,2943
78.16081,19,6.86,10.09,161,15,3,1919
78.16081,19,6.86,10.09,197,20,4,2361
79.773125,19,5.21,10.71,200,20,4,2557
81.45855,17,6.02,11.15,255,25,5,2760
81.45855,17,6.02,11.15,150,15,3,1821
84.27296,15,6.28,10.47,209,20,4,2204
84.94739,13,5.19,11.36,254,25,5,3120
84.94739,13,5.19,11.36,199,20,4,2873
84.94739,13,5.19,11.36,310,30,6,3536
86.44457,11,5.07,10.01,153,15,3,2251
86.44457,11,5.07,10.01,417,40,8,5054
90.46625,8,4.51,8.78,193,20,4,2573
89.44628,7,3.1,7.5,417,40,8,5278
89.44628,7,3.1,7.5,209,20,4,2479
89.44628,7,3.1,7.5,255,25,5,2835
89.44628,7,3.1,7.5,149,15,3,1544
88.02123,11,3.29,8.02,404,40,8,5277
88.02123,11,3.29,8.02,442,45,9,6383
88.02123,11,3.29,8.02,417,40,8,4289
87.825035,12,6.01,10.83,254,25,5,2663
88.38376,12,6.3,11.94,161,15,3,1995
88.38376,12,6.3,11.94,158,15,3,1774
88.38376,12,6.3,11.94,417,40,8,5817
88.38376,12,6.3,11.94,149,15,3,2116
88.38376,12,6.3,11.94,253,25,5,3336
88.52012,14,6.1,11.77,201,20,4,2349
88.52012,14,6.1,11.77,193,20,4,2442
89.15958,15,6.88,11.4,256,25,5,3286
89.15958,15,6.88,11.4,310,30,6,3187
89.454666,16,5.51,11.44,404,40,8,5189
89.454666,16,5.51,11.44,197,20,4,2450
89.454666,16,5.51,11.44,153,15,3,1690
89.454666,16,5.51,11.44,200,20,4,2952
89.454666,16,5.51,11.44,155,15,3,1977
89.3123,18,6.04,10.62,145,15,3,1587
89.3123,18,6.04,10.62,255,25,5,3588
89.39314,18,6.24,12.14,158,15,3,2319
89.39314,18,6.24,12.14,255,25,5,3781
89.39314,18,6.24,12.14,199,20,4,2667
89.51585,21,5.83,10.44,147,15,3,1633
89.39314,18,6.24,12.14,200,20,4,2272
90.24359,19,6.98,11.44,404,40,8,4783
89.64669,17,6.43,10.52,404,40,8,5746
89.64669,17,6.43,10.52,155,15,3,1783
89.522644,16,5.93,10.47,158,15,3,2225
89.522644,16,5.93,10.47,156,15,3,1985
89.522644,16,5.93,10.47,147,15,3,1977
89.22271,16,5.49,11.45,147,15,3,1765
89.22271,16,5.49,11.45,199,20,4,2760
89.22271,16,5.49,11.45,145,15,3,2053
88.74278,16,5.15,10.65,149,15,3,2178
88.74278,16,5.15,10.65,399,40,8,5940
88.872795,15,5.63,11.62,156,15,3,2119
88.872795,15,5.63,11.62,256,25,5,3444
88.872795,15,5.63,11.62,150,15,3,1933
88.872795,15,5.63,11.62,152,15,3,1631
