TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
5.7,10.98,255,25,5,3144
5.7,10.98,149,15,3,1673
5.75,10.1,200,20,4,2944
5.75,10.1,152,15,3,2159
6.08,10.71,201,20,4,2750
5.06,10.51,193,20,4,2296
5.06,10.51,149,15,3,1937
4.43,9.77,397,40,8,4132
4.43,9.77,156,15,3,1990
5.25,10.95,156,15,3,2069
3,6.48,255,25,5,2868
3,6.48,158,15,3,2265
3,6.48,156,15,3,2022
2.43,5.68,156,15,3,1935
2.71,5.6,255,25,5,3501
2.71,5.6,150,15,3,1839
0.98,2.59,254,25,5,3457
0.98,2.59,200,20,4,2939
0.98,2.59,152,15,3,1575
4.88,10.49,199,20,4,2061
4.88,10.49,147,15,3,1681
4.88,10.49,442,45,9,5818
5.3,11.56,158,15,3,2241
5.3,11.56,397,40,8,5862
5.3,11.56,195,20,4,1993
6.12,10.97,253,25,5,3708
5.52,10.85,145,15,3,1519
5.6,11.17,255,25,5,3783
5.6,11.17,152,15,3,1890
5.6,11.17,151,15,3,1775
3.88,9.72,201,20,4,2037
3.88,9.72,417,40,8,5561
5.6,11.38,153,15,3,1781
4.79,11.34,254,25,5,2629
4.79,11.34,147,15,3,1688
4.79,11.34,254,25,5,2658
4.79,11.34,158,15,3,2151
4.21,10.62,199,20,4,2141
4.21,10.62,253,25,5,3226
5.45,9.67,245,25,5,2520
5.04,8.76,147,15,3,1669
5.04,8.76,156,15,3,1670
5.04,8.76,147,15,3,1972
3.89,6.8,156,15,3,2226
3.89,6.8,200,20,4,2919
3.38,8.73,151,15,3,1616
3.38,8.73,404,40,8,4799
3.04,8.59,256,25,5,3490
3.04,8.59,397,40,8,4892
3.04,8.59,147,15,3,2084
5.12,11.33,145,15,3,1724
4.53,9.59,254,25,5,3402
4.53,9.59,195,20,4,2432
5.09,10.78,255,25,5,3417
5.09,10.78,310,30,6,4387
5.09,10.78,310,30,6,4381
4.46,9.23,254,25,5,2682
5.58,10.81,397,40,8,4363
5.58,10.81,158,15,3,2265
5.58,10.81,145,15,3,1754
5.58,10.81,199,20,4,2706
5.58,10.81,147,15,3,1509
5.1,10.58,152,15,3,1712
6.51,10.82,200,20,4,2355
6.51,10.82,310,30,6,3592
6.51,10.82,149,15,3,2158
6.51,10.82,158,15,3,1670
6.51,10.82,397,40,8,5150
6.51,10.82,255,25,5,2833
5.96,10.79,253,25,5,2803
5.96,10.79,149,15,3,1690
6.21,11.18,151,15,3,2109
6.21,11.18,147,15,3,1658
6.21,11.18,442,45,9,4882
6.21,11.18,149,15,3,2028
6.21,11.18,158,15,3,1686
6.21,11.18,149,15,3,2062
6.21,11.18,397,40,8,4169
5.57,12.05,199,20,4,2394
6.77,11.65,195,20,4,2488
6.77,11.65,209,20,4,2862
6.77,10.31,417,40,8,6200
5.85,9.1,147,15,3,1496
4.01,8.78,153,15,3,1853
4.01,8.78,195,20,4,2307
4.01,8.78,156,15,3,2067
4.01,8.78,254,25,5,3740
4.32,10.72,209,20,4,2721
4.41,9.07,255,25,5,3321
4.03,9.14,158,15,3,1927
4.03,9.14,255,25,5,3106
4.03,9.14,254,25,5,2660
4.22,10.12,310,30,6,3974
4.22,10.12,158,15,3,1731
4.88,9.48,245,25,5,2757
5,10.24,152,15,3,1921
5,10.24,256,25,5,3806
5,10.24,149,15,3,1607
5,10.24,158,15,3,2368
4.49,10.44,253,25,5,3273
4.32,10.43,156,15,3,2184
4.32,10.43,195,20,4,2828
4.32,10.43,156,15,3,1696
4.55,10.9,417,40,8,5272
5.06,9.86,195,20,4,2238
5.06,9.86,149,15,3,2191
4.14,9.81,161,15,3,2020
4.7,10.56,417,40,8,4939
4.7,10.56,397,40,8,5121
4.8,11.44,161,15,3,1772
4.55,9.83,152,15,3,2239
4.55,9.83,442,45,9,6085
2.78,6.71,201,20,4,2232
2.78,6.71,245,25,5,2932
3.75,8.8,151,15,3,2239
3.75,8.8,158,15,3,1684
3.75,8.8,255,25,5,3510
5.98,10.62,399,40,8,4961
4.89,10.77,209,20,4,2593
2.67,7.02,195,20,4,2440
2.67,7.02,255,25,5,3620
2.67,7.02,155,15,3,1628
2.67,7.02,161,15,3,2206
2.89,7.58,245,25,5,3047
2.89,7.58,193,20,4,2646
4.68,9.8,153,15,3,2275
5.26,10.14,193,20,4,2859
5.26,10.14,256,25,5,2872
5.26,10.14,199,20,4,2539
4.08,8.91,199,20,4,2078
4.08,8.91,254,25,5,3012
4.92,10.17,199,20,4,2639
4.92,10.17,442,45,9,5050
4.92,10.17,145,15,3,1854
5.73,11.28,152,15,3,1891
5.73,11.28,152,15,3,2112
5.73,11.28,254,25,5,3262
5.22,11.14,199,20,4,2098
5.22,11.14,145,15,3,1661
5.22,11.14,310,30,6,3309
5.69,10.62,195,20,4,2156
5.69,10.62,147,15,3,1768
5.5,11.2,193,20,4,2868
5.19,10.84,147,15,3,1721
5.19,10.84,310,30,6,3344
4.41,10.3,199,20,4,2084
4.41,10.3,155,15,3,2096
4.41,10.3,153,15,3,2247
4.24,9.83,158,15,3,2314
4.24,9.83,155,15,3,1672
4.88,9.73,254,25,5,3627
4.64,10.21,152,15,3,2083
4.64,10.21,153,15,3,1568
4.19,8.88,404,40,8,4714
4.19,8.88,397,40,8,4758
4.19,8.88,150,15,3,1867
4.19,8.88,195,20,4,2746
4.3,11.85,255,25,5,2983
4.92,10.72,399,40,8,4801
4.92,10.72,195,20,4,2444
5.36,11.28,255,25,5,3599
5.36,11.28,153,15,3,1992
5.36,11.28,310,30,6,3444
5.36,10.42,156,15,3,1805
5.48,10.52,158,15,3,1606
2.97,8.93,254,25,5,2617
2.97,8.93,209,20,4,3076
4.17,7.04,209,20,4,2136
4.17,7.04,404,40,8,4276
4.78,11.62,153,15,3,1942
4.78,11.62,156,15,3,2036
4.78,11.62,197,20,4,2263
4.83,11.03,149,15,3,2180
4.83,11.03,153,15,3,1744
4.88,11.24,310,30,6,3215
4.82,11.57,156,15,3,2193
4.82,11.57,153,15,3,2168
4.82,11.57,199,20,4,2526
5.43,10.36,151,15,3,1935
5.43,10.36,156,15,3,2330
5.43,10.36,201,20,4,2077
5.43,10.36,145,15,3,2154
5.49,11.24,158,15,3,2112
5.49,11.24,158,15,3,2233
5.49,11.24,417,40,8,4879
5.25,11.44,151,15,3,1780
5.34,11.26,404,40,8,4561
5.34,11.26,195,20,4,2513
5.34,11.26,310,30,6,3971
4.8,10.16,145,15,3,1847
3.74,8.34,158,15,3,1755
3.74,8.34,161,15,3,2017
2.88,6.42,195,20,4,2455
2.88,6.42,200,20,4,2111
3.8,8.29,200,20,4,2308
0.81,1.97,417,40,8,4969
1.16,2.5,197,20,4,2696
0,0,156,15,3,1580
1.16,2.5,149,15,3,2044
0.9,3.38,256,25,5,2637
0.9,3.38,442,45,9,6354
3.99,8.74,147,15,3,1483
3.99,8.74,147,15,3,1718
3.99,8.74,156,15,3,1814
3.99,8.74,153,15,3,2248
3.85,7.86,151,15,3,2203
3.62,8.74,158,15,3,1650
3.08,7.74,158,15,3,1779
3.08,7.74,404,40,8,5229
4.23,9.29,161,15,3,1714
4.23,9.29,149,15,3,2016
4.23,9.29,404,40,8,5735
4.04,9.55,149,15,3,2200
4.04,9.55,442,45,9,4786
5.62,11.2,310,30,6,4189
3.78,9.72,404,40,8,4753
4.93,10.7,417,40,8,5216
4.93,10.7,156,15,3,2089
4.93,10.7,147,15,3,1997
4.93,10.7,152,15,3,1600
4.23,9.48,256,25,5,2811
4.23,9.48,156,15,3,2280
4.5,10.03,442,45,9,5643
6.02,10.42,199,20,4,2230
6.02,10.42,149,15,3,1751
6.02,10.42,195,20,4,2073
6.02,10.42,442,45,9,6608
5.09,10.73,161,15,3,2131
5.09,10.73,156,15,3,1612
4.36,10.46,151,15,3,2198
3.47,7.23,197,20,4,2879
3.47,7.23,145,15,3,2165
3.47,7.23,255,25,5,3138
3.47,7.23,399,40,8,5543
2.78,6.25,149,15,3,1883
2.78,6.25,145,15,3,2134
5.18,9.5,199,20,4,2113
5.18,9.5,156,15,3,2274
5.06,10.55,155,15,3,1784
4.09,9.62,253,25,5,2699
4.09,9.62,253,25,5,3665
4.09,9.62,149,15,3,1711
4.09,9.62,195,20,4,2065
5.09,8.22,254,25,5,2917
5.09,8.22,158,15,3,2059
6.78,9.74,417,40,8,4422
5.81,11.67,245,25,5,2544
4.31,9.55,255,25,5,3105
4.31,9.55,310,30,6,3937
1.37,3.3,153,15,3,2041
1.37,3.3,256,25,5,2886
1.47,3.94,156,15,3,1716
1.47,3.94,404,40,8,4059
1.47,3.94,156,15,3,2139
4.14,7.3,254,25,5,2661
4.14,7.3,156,15,3,1795
4.14,7.3,199,20,4,2743
5.4,10.95,417,40,8,4615
4.69,10.12,153,15,3,2212
4.69,10.12,255,25,5,3118
4.69,10.12,209,20,4,2492
3.58,8.54,158,15,3,2001
2.74,7.12,152,15,3,2165
2.91,6.39,152,15,3,1731
2.63,6.57,199,20,4,2413
2.63,6.57,209,20,4,2860
2.49,5.88,254,25,5,3310
4.16,9.65,255,25,5,3605
4.16,9.65,201,20,4,3005
2.65,7.07,147,15,3,1608
3.06,8.52,256,25,5,2947
3.06,8.52,151,15,3,1986
3.15,7.68,442,45,9,5046
3.15,7.68,399,40,8,5163
5.64,12.47,199,20,4,2560
5.64,12.47,156,15,3,1981
5.64,12.47,153,15,3,1863
5.2,9.92,195,20,4,2820
5.2,9.92,310,30,6,4047
5.09,9.6,310,30,6,3372
5.09,9.6,193,20,4,1994
5.09,9.6,161,15,3,2345
5.09,9.6,147,15,3,1775
5.09,9.6,149,15,3,2176
6.5,11.09,399,40,8,4345
5.77,10.97,399,40,8,5576
5.77,10.97,417,40,8,5075
6.7,10.97,149,15,3,1897
6.7,10.97,404,40,8,4636
6.7,10.97,153,15,3,2260
5.04,10.91,150,15,3,2127
1.81,5.2,193,20,4,2685
1.81,5.2,399,40,8,5600
1.81,5.2,201,20,4,2534
3.67,8.91,149,15,3,2047
4.04,9.17,255,25,5,2990
4.04,9.17,150,15,3,2050
4.04,9.17,209,20,4,2201
4.04,9.17,161,15,3,2211
4.04,9.17,199,20,4,2926
4.56,9.28,147,15,3,2075
4.56,9.28,399,40,8,4336
5.28,10.06,245,25,5,3379
4.99,10.86,201,20,4,3007
4.99,10.86,253,25,5,3704
4.99,10.86,152,15,3,1717
4.99,10.86,149,15,3,1828
4.99,10.86,255,25,5,3701
5.67,11.63,200,20,4,2497
5.67,11.63,245,25,5,3583
5.45,11.2,193,20,4,2783
5.45,11.2,199,20,4,2923
5.45,11.2,158,15,3,1752
5.45,11.2,417,40,8,4909
5.49,11.29,152,15,3,1766
5.49,11.29,150,15,3,2031
6.24,12.27,150,15,3,2077
6.24,12.27,153,15,3,2042
6.24,12.27,158,15,3,2267
6.24,12.27,149,15,3,1915
4.92,11.62,245,25,5,3650
4.92,11.62,245,25,5,3055
5.46,11.03,195,20,4,2488
5.46,11.03,200,20,4,2658
5.9,8.9,200,20,4,2808
2.52,6.56,245,25,5,2910
2.52,6.56,151,15,3,1793
2.52,6.56,147,15,3,1865
1.75,4.41,147,15,3,1676
3.69,7.47,442,45,9,5247
4.65,11.47,399,40,8,4838
3.66,8.94,199,20,4,2063
3.66,8.94,158,15,3,2338
3.66,8.94,397,40,8,5371
4.32,8.52,155,15,3,2025
4.62,9.8,417,40,8,5205
4.62,9.8,442,45,9,5091
4.93,11.32,152,15,3,2097
5.21,9.26,199,20,4,2789
5.21,9.26,158,15,3,2221
4.4,8.38,199,20,4,2729
3.52,8.3,156,15,3,1900
3.52,8.3,442,45,9,5138
4.1,8.66,153,15,3,1997
4.1,8.66,158,15,3,2249
4.1,8.66,397,40,8,4691
4.1,8.66,199,20,4,2091
4.1,8.66,245,25,5,3662
5.57,10.8,253,25,5,3082
5.57,10.8,417,40,8,4193
5.65,12.04,156,15,3,1617
4.75,10.5,197,20,4,2696
4.75,10.5,149,15,3,1688
4.48,10.72,145,15,3,1487
4.01,8.31,195,20,4,2598
4.01,8.31,156,15,3,2021
4.01,8.31,310,30,6,3495
4.01,8.31,310,30,6,4083
4.01,8.31,256,25,5,3254
5.1,9.06,161,15,3,1890
0,0,147,15,3,2162
0.55,1.72,151,15,3,2106
0.55,1.72,147,15,3,1567
3.31,8.61,255,25,5,3382
2.63,5.61,158,15,3,1711
1.64,4.28,197,20,4,2192
1.64,4.28,442,45,9,5514
2.1,5.52,158,15,3,2311
2.1,5.52,255,25,5,3080
2.1,5.52,417,40,8,4562
5.35,11.67,200,20,4,2871
5.35,11.67,155,15,3,1790
6.06,10.64,145,15,3,1929
6.06,10.64,404,40,8,5676
4.8,10.19,150,15,3,2114
4.8,10.19,245,25,5,3393
4.8,10.19,158,15,3,2223
5.36,11.19,256,25,5,3494
5.36,11.19,404,40,8,5683
4.65,10.66,147,15,3,1937
3,6.88,161,15,3,2278
3,6.88,156,15,3,1948
3,6.88,155,15,3,1991
3,6.88,156,15,3,2149
3,6.88,417,40,8,4631
3,6.88,442,45,9,6524
6.82,9.83,404,40,8,5021
6.82,9.83,149,15,3,2070
6.82,9.83,145,15,3,2015
6.44,11.16,156,15,3,1576
4.73,11.18,161,15,3,1851
2.41,4.96,201,20,4,2069
2.41,4.96,310,30,6,4473
2.41,4.96,150,15,3,1622
3.02,6.97,197,20,4,2678
2.19,5,158,15,3,2352
2.19,5,404,40,8,5597
2.19,5,199,20,4,2391
4.05,9.53,153,15,3,1625
3.98,7.93,147,15,3,1497
1.72,4.88,397,40,8,4200
1.72,4.88,245,25,5,3486
1.72,4.88,310,30,6,4573
5.04,11.31,255,25,5,3659
4.62,8.99,399,40,8,4656
4.62,8.99,417,40,8,4921
3.62,8.3,152,15,3,1615
3.62,8.3,397,40,8,5747
5.01,9.47,397,40,8,4337
5.01,9.47,145,15,3,2009
5.01,9.47,156,15,3,2296
5.01,9.47,197,20,4,2146
5.75,11.51,397,40,8,4467
5.75,11.51,197,20,4,2179
4.99,10.21,245,25,5,3017
4.99,10.21,399,40,8,4236
3.6,8.78,150,15,3,1711
3.6,8.78,149,15,3,1680
3.6,8.78,199,20,4,1998
4.2,9.45,209,20,4,2848
4.2,9.45,147,15,3,1957
4.14,8.79,200,20,4,2777
4.14,8.79,200,20,4,2181
4.31,9.79,147,15,3,2054
2.92,7.5,155,15,3,2102
2.92,7.5,399,40,8,4558
2.68,6.9,245,25,5,3478
4.32,10.68,150,15,3,1536
4.73,10.59,156,15,3,2097
4.73,10.59,150,15,3,1763
4.08,9.56,200,20,4,2040
4.08,9.56,255,25,5,2701
4.08,9.56,149,15,3,1920
4.08,9.56,156,15,3,1989
4.24,10.53,149,15,3,1592
4.24,10.53,253,25,5,3459
5.78,11.01,255,25,5,2625
5.78,11.01,149,15,3,1698
5.78,11.01,149,15,3,1825
5.78,11.01,253,25,5,3761
5.53,10.24,245,25,5,3588
7.08,10.94,158,15,3,1876
7.08,10.94,195,20,4,2838
6.57,9.94,193,20,4,2426
5.03,11.16,149,15,3,1717
5.03,11.16,201,20,4,2826
5.03,11.16,197,20,4,2499
6.3,10.26,404,40,8,5234
0,0,155,15,3,1879
6.3,10.26,417,40,8,4608
6.3,10.26,399,40,8,5763
6.3,10.26,151,15,3,1820
3.7,7.92,255,25,5,3717
3.7,7.92,310,30,6,3254
3.7,7.92,197,20,4,2288
5.82,11.72,310,30,6,3776
5.82,11.72,149,15,3,1948
5.82,11.72,156,15,3,1730
5.82,11.72,209,20,4,2554
6.67,10.85,147,15,3,2180
6.67,10.85,149,15,3,1621
5,10.86,152,15,3,1903
5.58,9.78,161,15,3,2020
5.58,9.78,156,15,3,2083
5.58,9.78,161,15,3,1668
5.58,9.78,256,25,5,3233
5.93,10.98,158,15,3,2107
5.93,10.98,200,20,4,2221
5.93,10.98,254,25,5,3460
5.93,10.98,397,40,8,4294
5.93,10.98,245,25,5,2773
5.93,10.98,193,20,4,2204
5.93,10.98,253,25,5,2881
6.62,10.27,199,20,4,2401
6.62,10.27,197,20,4,2125
6.62,10.27,161,15,3,2389
8.5,10.79,245,25,5,3520
8.5,10.79,156,15,3,2246
8.5,10.79,310,30,6,3180
8.5,10.79,158,15,3,1894
8.5,10.79,253,25,5,3104
6.84,10.42,156,15,3,2113
6.84,10.42,254,25,5,2660
7.68,11.07,201,20,4,2861
7.68,11.07,417,40,8,5487
7.9,11.23,156,15,3,2018
8.19,10.5,397,40,8,5668
5.92,11.12,310,30,6,3548
5.92,11.12,199,20,4,2409
6.34,10.69,397,40,8,4896
5.85,9.62,254,25,5,3677
5.85,9.62,199,20,4,2450
5.85,9.62,253,25,5,3400
5.85,9.62,310,30,6,3316
5.85,9.62,245,25,5,3494
6.4,11.91,158,15,3,1967
5.44,10.79,199,20,4,2462
5.44,10.79,199,20,4,2022
5.44,10.79,193,20,4,1993
3.99,9.43,199,20,4,2864
3.84,10.4,193,20,4,2218
3.84,10.4,147,15,3,1870
3.84,10.4,245,25,5,2953
4.32,9.98,209,20,4,2594
4.32,9.98,197,20,4,2079
4.32,9.98,145,15,3,1570
4.94,11.81,147,15,3,1747
4.94,11.81,195,20,4,2538
4.94,11.81,158,15,3,1642
4.94,11.81,152,15,3,1532
4.94,11.81,399,40,8,5033
5.28,10.51,404,40,8,5082
5.28,10.51,149,15,3,2087
5.28,10.51,156,15,3,1794
5.97,10.23,156,15,3,2146
5.97,10.23,147,15,3,1828
5.97,10.23,150,15,3,1603
5.97,10.23,153,15,3,2137
5.97,10.23,245,25,5,3535
5.97,10.23,397,40,8,5534
6.43,9.73,161,15,3,1637
6.43,9.73,399,40,8,4982
6.43,9.73,161,15,3,1975
6.43,9.73,145,15,3,1914
8,10.85,195,20,4,2133
6.56,11.47,255,25,5,2622
6.56,11.47,149,15,3,1641
6.56,11.47,156,15,3,1956
6.14,12.53,201,20,4,2078
6.14,12.53,209,20,4,2929
6.14,12.53,404,40,8,5268
5.64,12.05,255,25,5,3807
5.07,11.34,255,25,5,2940
4.42,11.28,199,20,4,2462
4.42,11.28,152,15,3,2243
4.42,11.28,310,30,6,4027
4.42,11.28,256,25,5,3208
4.42,11.28,255,25,5,3363
4.7,9.92,158,15,3,1695
4.7,9.92,310,30,6,3528
4.7,9.92,149,15,3,2072
5.65,12.21,254,25,5,3465
6.2,11.18,245,25,5,2800
5.12,8.43,150,15,3,1623
5.12,8.43,253,25,5,3751
4.38,11.12,149,15,3,1948
4.38,11.12,442,45,9,6540
4.38,11.12,195,20,4,2810
5.67,11.7,150,15,3,1726
5.67,11.7,417,40,8,4544
5.67,11.7,153,15,3,1660
5.94,10.45,150,15,3,2102
5.94,10.45,155,15,3,1829
4.83,10.94,151,15,3,1651
4.83,10.94,256,25,5,3347
3.53,8.4,156,15,3,1753
3.53,8.4,255,25,5,3420
3.68,9.09,254,25,5,2709
3.68,9.09,254,25,5,2675
3.68,9.09,245,25,5,2650
5.79,11.79,156,15,3,2277
5.85,10.62,245,25,5,2531
5.85,10.62,153,15,3,2119
5.06,9.4,199,20,4,2794
5.06,9.4,152,15,3,2217
2.54,6,404,40,8,5493
2.54,6,254,25,5,3458
4.94,11.45,209,20,4,2688
4.94,11.45,209,20,4,2899
2.99,6.21,255,25,5,3655
2.99,6.21,399,40,8,5620
3.15,6.53,399,40,8,4793
6.32,9.78,200,20,4,2042
6.32,9.78,245,25,5,2887
6.32,9.78,201,20,4,2834
6.32,9.78,147,15,3,1936
3.85,8.21,147,15,3,2058
3.84,9.45,397,40,8,4763
3.84,9.45,442,45,9,6108
5.15,12.14,197,20,4,2021
5.15,12.14,254,25,5,2548
5.15,12.14,151,15,3,1693
5.15,12.14,156,15,3,1978
5.12,11.03,201,20,4,2967
5.12,11.03,153,15,3,1993
5.12,11.03,253,25,5,3526
6,11.69,197,20,4,2003
6.25,10.83,150,15,3,1627
4.99,9.17,209,20,4,2257
4.99,9.17,158,15,3,1914
3.18,7.31,156,15,3,2025
3.18,7.31,149,15,3,1781
3.18,7.31,253,25,5,2586
4.21,9.91,145,15,3,1608
5.01,10.59,255,25,5,2600
5.01,10.59,255,25,5,3715
5.01,10.59,156,15,3,2182
5.01,10.59,253,25,5,3776
5.1,10.46,404,40,8,4313
5.1,10.46,255,25,5,2748
4.05,8.78,253,25,5,2909
2.5,6.33,145,15,3,1873
2.5,6.33,255,25,5,3139
3.19,8.08,193,20,4,1931
3.19,8.08,155,15,3,2123
3.19,8.08,199,20,4,2109
3.49,8.52,200,20,4,2600
4.36,9.19,197,20,4,2642
4.36,9.19,158,15,3,1837
4.36,9.19,149,15,3,1566
2.75,6.44,201,20,4,2751
2.75,6.44,201,20,4,2320
2.75,6.44,149,15,3,2105
4.45,10.99,201,20,4,2032
4.45,10.99,253,25,5,2605
4.45,10.99,149,15,3,1803
5.58,10.97,200,20,4,2113
3.57,6.53,255,25,5,3338
3.57,6.53,255,25,5,3760
2.16,5,201,20,4,2223
2.16,5,158,15,3,2145
3.76,7.19,254,25,5,3177
3.75,8.77,255,25,5,3416
3.75,8.77,199,20,4,2042
4.27,9.77,158,15,3,2154
4.27,9.77,399,40,8,4081
4.27,9.77,255,25,5,3096
4.27,9.77,245,25,5,3390
4.27,9.77,149,15,3,2089
4.69,9.93,152,15,3,2020
5.43,11.87,209,20,4,2611
5.43,11.87,155,15,3,2128
5.62,11.56,161,15,3,2107
5.62,11.56,310,30,6,3689
5.62,11.56,150,15,3,1729
4.88,10.5,153,15,3,1556
4.88,10.5,149,15,3,1520
4.88,10.5,149,15,3,1980
4.88,10.5,245,25,5,2915
4.88,10.5,245,25,5,3330
4.88,10.5,404,40,8,5088
6.31,11,156,15,3,2024
6.31,11,158,15,3,1954
6.31,11,147,15,3,1986
4.96,8.22,156,15,3,1790
4.6,9.8,404,40,8,5154
4.6,9.8,156,15,3,1964
4.6,9.8,200,20,4,2357
4.6,9.8,417,40,8,4811
4.6,9.8,255,25,5,3629
3.98,8.98,245,25,5,3333
3.98,8.98,145,15,3,1731
3.98,8.98,153,15,3,2098
3.98,8.98,201,20,4,2053
4.84,10.12,199,20,4,2692
4.84,10.12,151,15,3,2210
6.58,10.94,153,15,3,1673
6.58,10.94,201,20,4,2454
6.15,12.91,156,15,3,2274
6.15,12.91,256,25,5,3347
5.15,10.74,255,25,5,3631
5.15,10.74,197,20,4,2868
5.15,10.74,310,30,6,3418
5.15,10.74,155,15,3,1894
4.67,9.64,158,15,3,1912
4.67,9.64,200,20,4,2317
4.67,9.64,147,15,3,2190
5.41,10.3,151,15,3,1582
5.41,10.3,310,30,6,4453
6.78,10.76,255,25,5,3741
6.78,10.76,255,25,5,2954
5.88,10.88,256,25,5,3576
5.77,10.2,156,15,3,1790
5.77,10.2,245,25,5,3611
5.77,10.2,417,40,8,5312
5.77,10.2,193,20,4,2639
5.65,12.19,153,15,3,2077
5.06,9.72,201,20,4,2134
5.06,9.72,199,20,4,2224
5.06,9.72,254,25,5,2636
3.54,9.57,255,25,5,3607
3.54,9.57,417,40,8,5185
4.01,9.86,158,15,3,1839
2.95,7.93,147,15,3,1674
0.86,2.5,145,15,3,2119
1.29,2.93,158,15,3,1596
0.38,1.43,156,15,3,1965
2.34,5.33,147,15,3,2184
2.02,4.07,145,15,3,1587
2.02,4.07,201,20,4,2527
2.26,4.91,417,40,8,6178
4.07,9.76,158,15,3,2097
4.84,10.95,417,40,8,4216
2.96,7.48,197,20,4,2301
2.19,6.12,442,45,9,5404
2.19,6.12,253,25,5,3355
4.32,10.63,197,20,4,2215
4.04,10.23,200,20,4,2052
4.04,10.23,199,20,4,2430
4.04,10.23,199,20,4,2547
3.26,8.78,156,15,3,1707
3.26,8.78,156,15,3,2214
3.26,8.78,150,15,3,1576
4.49,8.82,199,20,4,2197
4.49,8.82,201,20,4,2309
4.79,10.93,153,15,3,2192
4.79,10.93,399,40,8,4584
4.15,8.88,149,15,3,2153
4.15,8.88,245,25,5,2739
4.15,8.88,158,15,3,2255
4.96,11.6,147,15,3,1762
4.29,9.52,158,15,3,2121
3.92,8.98,253,25,5,2941
3.92,8.98,195,20,4,2703
3.92,8.98,156,15,3,2096
3.97,8.27,200,20,4,2718
3.97,8.27,442,45,9,4792
3.97,8.27,152,15,3,1725
3.97,9.66,158,15,3,2321
3.81,9.42,147,15,3,2002
3.81,9.42,256,25,5,2739
4.76,11.23,156,15,3,2068
4.76,11.23,310,30,6,4221
4.76,11.23,199,20,4,2127
4.76,11.23,156,15,3,2075
4.67,11.5,149,15,3,1536
4.67,11.5,200,20,4,2129
4.09,9.51,404,40,8,4627
4.09,9.51,397,40,8,5820
6.79,10.88,200,20,4,2003
6.79,10.88,255,25,5,2607
6.79,10.88,193,20,4,2621
5.95,11.79,209,20,4,3003
5.69,11.56,149,15,3,1995
5.69,11.56,195,20,4,2278
3.9,8.56,199,20,4,2396
3.9,8.56,153,15,3,2120
1.94,5.36,161,15,3,1871
1.94,5.36,156,15,3,1754
1.94,5.36,147,15,3,1781
1.94,5.36,158,15,3,1845
1.94,5.36,145,15,3,1584
4.2,9.51,156,15,3,2276
4.2,9.51,199,20,4,2672
5.18,11.62,310,30,6,3123
5.18,11.62,310,30,6,3818
5.62,10.88,145,15,3,1998
5.62,10.88,193,20,4,2815
6.33,11.6,152,15,3,1935
6.33,11.6,147,15,3,1671
5.63,9.96,156,15,3,1636
4.26,11.05,158,15,3,2247
3.62,10.14,155,15,3,1677
2.46,6.12,254,25,5,3390
1.43,3.19,197,20,4,2258
2.42,4.94,156,15,3,1672
2.42,4.94,417,40,8,4471
2.05,5.75,417,40,8,5476
4.99,9.49,201,20,4,2501
4.85,10.34,200,20,4,2518
4.85,10.34,149,15,3,2231
4.85,10.34,256,25,5,3385
4.85,10.34,209,20,4,2778
4.85,10.34,151,15,3,2122
4.38,10.78,150,15,3,2016
4.38,10.78,199,20,4,2822
4.16,9.9,145,15,3,2100
4.16,9.9,397,40,8,5252
4.16,9.9,161,15,3,1971
6.02,10.62,201,20,4,2444
6.02,10.62,417,40,8,4588
5.07,9.74,195,20,4,2638
5.07,9.74,151,15,3,1662
5.07,9.74,397,40,8,5539
5.07,9.74,254,25,5,3777
5.23,9.32,404,40,8,5332
5.23,9.32,442,45,9,5434
5.23,9.32,417,40,8,4865
5.23,9.32,156,15,3,2034
6.02,11.66,209,20,4,2415
7.29,11.42,156,15,3,2165
5.76,10.77,151,15,3,1539
5.76,10.77,156,15,3,2087
5.76,10.77,199,20,4,2550
5.76,10.77,147,15,3,1642
5.12,10.45,209,20,4,2821
6.19,11.41,161,15,3,2357
6.19,11.41,256,25,5,2724
6.19,11.41,147,15,3,1476
6.19,11.41,201,20,4,2067
6.16,10.43,152,15,3,1657
6.16,10.43,417,40,8,5339
5.36,10.52,147,15,3,1810
5.36,10.52,153,15,3,1592
5.36,10.52,254,25,5,2972
5.36,10.52,193,20,4,2100
4.9,10.84,310,30,6,4310
4.9,10.84,158,15,3,1736
4.9,10.84,442,45,9,5920
4.9,10.84,149,15,3,2179
4.98,10.69,158,15,3,2048
4.98,10.69,145,15,3,1968
3.97,9.18,158,15,3,2216
3.97,9.18,161,15,3,1643
3.28,6.83,153,15,3,1817
3.28,6.83,255,25,5,3119
3.28,6.83,156,15,3,1982
3.28,6.83,158,15,3,2350
4.72,10.97,155,15,3,2052
4.72,10.97,201,20,4,2075
4.72,10.97,245,25,5,2455
4.72,10.97,199,20,4,2965
5.24,10.32,245,25,5,2541
5.24,10.32,201,20,4,2286
5.24,10.32,256,25,5,3099
6.14,11.9,158,15,3,2323
6.14,11.9,310,30,6,3937
6.14,11.9,145,15,3,1576
6.26,11.28,155,15,3,2304
6.26,11.28,245,25,5,3297
6.04,11.31,442,45,9,4940
6.04,11.31,399,40,8,5438
6.17,12.24,255,25,5,3609
5.26,10.72,245,25,5,3066
5.26,10.72,404,40,8,5183
