TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
4.38,11.15,151,15,3,1770
4.38,11.15,310,30,6,3905
5.54,11.97,404,40,8,6000
5.54,11.97,397,40,8,4976
5.54,11.97,404,40,8,5466
3.7,6.79,145,15,3,2174
3.7,6.79,147,15,3,1552
3.57,8.31,397,40,8,5225
3.57,8.31,255,25,5,3787
2.91,7.04,256,25,5,2789
1.38,3.65,145,15,3,1954
1.38,3.65,195,20,4,2670
1.38,3.65,156,15,3,2188
1.75,5,245,25,5,2741
3.76,9,200,20,4,2142
4.21,8.5,200,20,4,2548
2.83,8.91,442,45,9,5497
2.83,8.91,149,15,3,1941
3.07,7.97,200,20,4,2830
3.07,7.97,145,15,3,2055
3.07,7.97,253,25,5,3461
3.07,7.97,201,20,4,2803
3.07,7.97,200,20,4,2034
3.07,7.97,442,45,9,6199
4.08,9.72,200,20,4,2196
4.08,9.72,399,40,8,4816
6.34,11.41,151,15,3,1883
6.34,11.41,149,15,3,1515
6.34,11.41,310,30,6,4448
6.52,11.24,404,40,8,5837
6.52,11.24,156,15,3,1721
6.52,11.24,197,20,4,2722
6.52,11.24,151,15,3,2059
6.69,10.67,256,25,5,3823
6.69,10.67,404,40,8,4069
6.69,10.67,209,20,4,2905
6.68,11.24,253,25,5,3104
6.68,11.24,200,20,4,2380
6.56,11.15,195,20,4,2545
6.56,11.15,161,15,3,2378
6.56,11.15,153,15,3,1579
7.09,10.95,156,15,3,1917
7.09,10.95,200,20,4,2586
5.88,12.07,442,45,9,5084
5.88,12.07,195,20,4,2016
5.88,12.07,199,20,4,2813
4.38,9.66,193,20,4,2146
3.83,8.27,158,15,3,2036
2.08,5.15,201,20,4,2709
2.08,5.15,397,40,8,4953
3.8,8.58,150,15,3,1779
3.8,8.58,417,40,8,5606
3.8,8.58,245,25,5,2571
3.8,8.58,156,15,3,1627
4.68,11.13,149,15,3,1643
4.71,10.19,153,15,3,1594
4.55,10.29,255,25,5,2828
4.55,10.29,158,15,3,1652
4.55,10.29,255,25,5,2598
4.55,10.29,255,25,5,3270
4.67,9.79,158,15,3,2049
5.4,10.06,147,15,3,1890
5.4,10.06,199,20,4,2692
5.4,10.06,253,25,5,3214
4.83,11.48,151,15,3,2208
5.12,9.4,199,20,4,2691
5.12,9.4,147,15,3,2031
5.12,9.4,201,20,4,2809
4.43,9.38,245,25,5,2596
3.54,8.07,199,20,4,2588
3.54,8.07,417,40,8,5543
3.54,8.07,399,40,8,4615
5.37,11.18,161,15,3,2171
5.37,11.18,200,20,4,2816
5.37,11.18,156,15,3,1753
5.99,11.06,199,20,4,2205
5.6,11.41,253,25,5,3713
5.99,11.06,161,15,3,1953
5.99,11.06,404,40,8,4558
5.99,11.06,150,15,3,2181
5.1,10.74,397,40,8,5694
6.07,11.81,153,15,3,1643
6.07,11.81,155,15,3,2069
6.07,11.81,397,40,8,5544
3.67,7.75,153,15,3,1573
3.67,7.75,149,15,3,1922
3.67,7.75,253,25,5,2929
3.67,7.75,195,20,4,2390
3.67,7.75,152,15,3,1764
2.32,6.05,153,15,3,2022
4.12,9.4,255,25,5,2917
4.12,9.4,155,15,3,1998
4.12,9.4,147,15,3,1621
3.15,7.93,399,40,8,5706
3.15,7.93,147,15,3,2164
3.95,9.1,152,15,3,1804
3.51,8.45,255,25,5,3717
3.51,8.45,149,15,3,1649
3.51,8.45,147,15,3,1860
3.27,8.38,417,40,8,5024
3.27,8.38,397,40,8,4884
5.09,9.51,147,15,3,2170
5.09,9.51,200,20,4,2558
4.56,10.87,149,15,3,2205
5.09,9.51,417,40,8,5847
5.09,9.51,245,25,5,3134
4.51,10.4,310,30,6,4638
4.51,10.4,145,15,3,2087
4.51,10.4,442,45,9,5398
5.8,11.16,155,15,3,2039
4.65,10.44,310,30,6,4394
4.65,10.44,147,15,3,1576
4.38,9.65,310,30,6,3102
4.38,9.65,397,40,8,4184
4.38,9.65,199,20,4,2840
4.38,9.65,209,20,4,2929
4.38,9.65,195,20,4,2137
4.38,9.65,199,20,4,2899
5.88,11.58,145,15,3,2020
5.88,11.58,209,20,4,2271
5.88,11.58,417,40,8,4212
5.88,11.58,417,40,8,5147
6.53,11.45,253,25,5,2751
6.66,10.9,199,20,4,2824
6.66,10.9,201,20,4,2900
6.66,10.9,195,20,4,2897
6.8,11.16,399,40,8,4148
6.8,11.16,158,15,3,1628
5.99,11.04,156,15,3,2044
5.99,11.04,442,45,9,5289
5.99,11.04,150,15,3,1664
5.99,11.04,151,15,3,1666
6.5,10.27,199,20,4,2448
5.67,9.96,255,25,5,3470
5.67,9.96,158,15,3,1643
5.27,11.84,256,25,5,3066
4.29,8.29,310,30,6,4258
4.29,8.29,147,15,3,1857
2.17,5.86,145,15,3,2005
2.17,5.86,201,20,4,2367
2.17,5.86,200,20,4,2200
2.17,5.86,209,20,4,2339
2.17,5.86,153,15,3,1553
4.02,9.25,399,40,8,4475
4.02,9.25,397,40,8,5839
5.19,11.46,193,20,4,2812
4.02,9.25,161,15,3,2141
4.02,9.25,199,20,4,2832
6.33,10.86,310,30,6,3503
6.33,10.86,153,15,3,1998
6.33,10.86,195,20,4,2340
6.31,11.42,310,30,6,4070
5.49,10.8,255,25,5,3120
5.49,10.8,153,15,3,2053
5.49,10.8,245,25,5,3350
6.55,9.82,209,20,4,3050
6.55,9.82,153,15,3,2186
6.55,9.82,149,15,3,1789
6.55,9.82,197,20,4,2276
5.84,11.38,195,20,4,2691
5.84,11.38,156,15,3,2337
5.84,11.38,149,15,3,1988
5.84,11.38,256,25,5,2688
6.68,11.15,255,25,5,2761
6.68,11.15,195,20,4,2292
6.68,11.15,145,15,3,1845
6.9,11.08,195,20,4,2181
6.2,10.94,161,15,3,2412
6.2,10.94,253,25,5,2719
6.2,10.94,256,25,5,3732
5.25,11.04,404,40,8,5475
5.25,11.04,145,15,3,2034
5.25,11.04,254,25,5,2678
6.09,10.66,158,15,3,2290
6.09,10.66,147,15,3,2131
6.09,10.66,442,45,9,6274
5.74,12.73,153,15,3,2112
5.48,11.38,149,15,3,2229
5.48,11.38,397,40,8,5600
0,0,158,15,3,2093
5.48,11.38,255,25,5,3820
1.69,4.47,149,15,3,1989
1.69,4.47,399,40,8,4541
3.73,8.51,209,20,4,3044
3.73,8.51,199,20,4,2469
4.55,9.85,310,30,6,4395
4.98,9.78,156,15,3,1719
3.79,9.26,254,25,5,3415
2.79,5.98,147,15,3,2149
2.79,5.98,404,40,8,4496
2.79,5.98,255,25,5,2911
2.79,5.98,147,15,3,2070
2.79,5.98,397,40,8,4507
4.66,10.71,149,15,3,1939
4.66,10.71,201,20,4,2445
4.66,10.71,152,15,3,1670
5.12,10.77,155,15,3,1638
5.12,10.77,199,20,4,2587
5.12,10.77,200,20,4,2895
5.71,11.95,199,20,4,2437
5.71,11.95,153,15,3,2003
5.2,10.86,147,15,3,1910
4.88,11.8,149,15,3,1860
4.88,11.8,417,40,8,6022
4.88,11.8,145,15,3,2049
4.76,9.09,158,15,3,1930
4.76,9.09,209,20,4,2320
4.76,9.09,200,20,4,2977
4.52,10.02,149,15,3,2074
4.52,10.02,193,20,4,2258
4.52,10.02,253,25,5,3294
4.52,10.02,151,15,3,1886
4.52,10.02,201,20,4,2960
4.52,10.02,200,20,4,2351
4.52,10.02,255,25,5,3505
6.02,11.47,256,25,5,2604
6.02,11.47,255,25,5,3134
6.02,11.47,199,20,4,2710
5.25,10.46,193,20,4,2443
5.25,10.46,156,15,3,1996
6.43,10.2,254,25,5,3765
5.68,12.31,158,15,3,2244
5.68,12.31,158,15,3,1884
6.06,11.29,197,20,4,2202
6.06,11.29,256,25,5,2673
6.06,11.29,193,20,4,2276
5.82,11.18,145,15,3,1869
5.82,11.18,199,20,4,2159
5.82,11.18,151,15,3,1920
5.82,11.18,253,25,5,3116
5.82,11.18,245,25,5,3152
5.06,10.77,193,20,4,2190
5.06,10.77,147,15,3,1545
5.06,10.77,156,15,3,2087
5.96,11.6,417,40,8,4639
5.96,11.6,254,25,5,3339
7.58,11.47,245,25,5,3666
7.58,11.47,256,25,5,2628
7.03,11.44,156,15,3,1589
7.03,11.44,147,15,3,1672
7.03,11.44,256,25,5,2756
7.03,11.44,245,25,5,2785
7.08,11.87,161,15,3,1935
7.08,11.87,151,15,3,1874
7.08,11.87,152,15,3,2237
7.08,11.87,161,15,3,1983
7.08,11.87,158,15,3,1985
7.08,11.87,149,15,3,1661
6.72,10.4,253,25,5,2870
6.72,10.4,197,20,4,2498
6.72,10.4,153,15,3,1595
6.72,10.4,147,15,3,2090
6.51,11.76,150,15,3,2158
6.44,11.82,156,15,3,1706
3.24,7.06,147,15,3,1661
3.24,7.06,442,45,9,6461
3.24,7.06,153,15,3,1983
3.9,10.14,158,15,3,2300
3.9,10.14,254,25,5,3478
3.58,9.38,209,20,4,2804
3.58,9.38,255,25,5,3689
3.58,9.38,155,15,3,2117
2.55,5.94,151,15,3,2102
0.5,1.25,147,15,3,1852
0.5,1.25,442,45,9,6090
3.31,9.42,155,15,3,2053
3.31,9.42,161,15,3,2137
3.31,9.42,155,15,3,1839
3.2,8.02,158,15,3,1739
4.28,8.6,417,40,8,6112
4.82,11.19,193,20,4,2854
4.82,11.19,147,15,3,1654
4.65,11.4,253,25,5,2979
4.65,11.4,147,15,3,2146
4.08,9.53,199,20,4,2170
2.91,7.03,156,15,3,1847
1.73,4.31,442,45,9,6146
3.55,7.17,255,25,5,2821
1.32,3.56,150,15,3,1986
0.43,0.97,147,15,3,1788
0.43,0.97,255,25,5,2585
0.43,0.97,255,25,5,3237
2.59,6.88,158,15,3,2243
2.59,6.88,442,45,9,5744
5.42,11.7,150,15,3,1906
5.42,11.7,145,15,3,1554
5.41,11.75,161,15,3,2282
5.41,11.75,193,20,4,1970
4.84,11.78,152,15,3,1645
4.84,11.78,397,40,8,5429
4.84,11.78,158,15,3,1601
4.84,11.78,149,15,3,2018
4.84,11.78,147,15,3,1619
4.84,11.78,201,20,4,2259
5.68,12.25,397,40,8,4011
6.16,11.07,399,40,8,4064
6.16,11.07,209,20,4,3090
6.16,11.07,152,15,3,1876
6.16,11.07,255,25,5,3630
6.16,11.07,255,25,5,3184
6.34,11.43,150,15,3,1532
7.04,11.93,199,20,4,2687
7.04,11.93,442,45,9,6228
7.04,11.93,255,25,5,3282
6.07,12.48,147,15,3,1900
6.07,12.48,209,20,4,2455
6.57,11.52,254,25,5,3235
5.12,11.12,156,15,3,1824
5.12,11.12,161,15,3,1890
5.12,11.12,152,15,3,1748
5.12,11.12,199,20,4,2569
3.47,7.66,147,15,3,1978
3.47,7.66,256,25,5,3517
5.03,10.8,197,20,4,2384
5.21,10.16,255,25,5,3124
5.21,10.16,147,15,3,2040
5.21,10.16,193,20,4,2308
4.12,8.47,254,25,5,3472
4.12,8.47,149,15,3,2044
4.12,8.47,152,15,3,2131
4.12,8.47,193,20,4,1977
5.38,10.67,254,25,5,3730
5.38,10.67,149,15,3,1700
5.38,10.67,442,45,9,6366
5.38,10.67,255,25,5,3006
6.53,11.6,199,20,4,2225
6.53,11.6,442,45,9,5598
6.41,12.57,158,15,3,1827
6.41,12.57,245,25,5,3603
6.41,12.57,158,15,3,1597
6.41,12.57,201,20,4,2109
6.41,12.57,254,25,5,3300
6.41,12.57,255,25,5,3654
7.58,11.27,442,45,9,5150
7.58,11.27,149,15,3,1957
7.58,11.27,199,20,4,2251
7.21,11.07,150,15,3,1814
7.21,11.07,150,15,3,2196
7.2,11.12,399,40,8,4660
7.2,11.12,197,20,4,2567
7.2,11.12,404,40,8,5004
7.15,11.16,254,25,5,3662
7.15,11.16,158,15,3,2159
7.15,11.16,158,15,3,1794
8.03,10.6,442,45,9,4433
8.03,10.6,156,15,3,2095
8,9.75,442,45,9,5455
8,9.75,151,15,3,2215
8,9.75,417,40,8,5593
7.61,10.55,158,15,3,1790
7.45,10.08,397,40,8,4154
7.45,10.08,310,30,6,3483
7.45,10.08,149,15,3,1521
7.78,10.61,153,15,3,1855
7.78,10.61,197,20,4,2037
6.45,10.08,195,20,4,2380
6.45,10.08,156,15,3,2104
6.45,10.08,199,20,4,2199
6.07,11.34,152,15,3,2029
5.76,10.21,253,25,5,3170
5.76,10.21,197,20,4,2941
5.86,11.02,201,20,4,2129
4.83,10.97,161,15,3,2300
4.83,10.97,245,25,5,3488
4.83,10.97,254,25,5,3388
4.29,10.33,404,40,8,5771
4.29,10.33,147,15,3,1692
4.4,10.23,149,15,3,1938
4.4,10.23,197,20,4,2547
4.4,10.23,195,20,4,2145
4.4,10.23,209,20,4,2776
5.41,9.95,310,30,6,3281
5.49,11.45,149,15,3,1578
5.49,11.45,193,20,4,1956
5.49,11.45,404,40,8,5493
5.49,11.45,193,20,4,2032
5.49,11.45,199,20,4,2157
5.49,11.45,158,15,3,1597
6.16,11.45,254,25,5,3004
6.5,11.2,199,20,4,2869
6.5,11.2,149,15,3,2225
6.5,11.2,155,15,3,1580
6.96,10.01,161,15,3,1934
6.96,10.01,149,15,3,1611
5.56,10.24,156,15,3,1979
5.56,10.24,158,15,3,1645
5.56,10.24,397,40,8,5176
5.12,11.44,152,15,3,1683
5.51,11.85,158,15,3,2079
3.76,8.77,152,15,3,1961
3.76,8.77,145,15,3,2127
3.69,8.38,256,25,5,3564
3.07,8.36,156,15,3,2326
3.07,8.36,158,15,3,2289
2.36,4.86,149,15,3,2182
1.66,3.84,156,15,3,2153
0.18,0.59,156,15,3,1796
0.18,0.59,201,20,4,2423
2.86,6.09,199,20,4,2877
2.86,6.09,197,20,4,2380
3,6.65,147,15,3,2038
3,6.65,399,40,8,4208
4.76,10.62,201,20,4,2512
4.76,10.62,149,15,3,2034
5.2,10.64,200,20,4,2980
5.2,10.64,399,40,8,4683
4.99,9.72,193,20,4,2595
4.99,9.72,404,40,8,4859
4.99,9.72,151,15,3,1788
5.06,10.06,254,25,5,3003
5.06,10.06,147,15,3,1691
5.06,10.06,147,15,3,1546
5.85,10.95,145,15,3,1589
5.85,10.95,399,40,8,5128
5.74,11.54,153,15,3,2059
5.74,11.54,155,15,3,1780
4.41,10.77,147,15,3,1671
4.41,10.77,151,15,3,1961
4.41,10.77,310,30,6,3728
4.03,9.32,147,15,3,1713
4.03,9.32,255,25,5,3245
5.07,11.24,145,15,3,2150
5.07,11.24,310,30,6,4544
5.07,11.24,253,25,5,3663
5.6,10.81,151,15,3,1698
4.07,9.55,197,20,4,2382
4.07,9.55,255,25,5,2913
4.6,11.02,161,15,3,1924
2.9,6.57,245,25,5,3410
2.31,6.02,255,25,5,3486
2.31,6.02,158,15,3,1845
2.31,6.02,156,15,3,1616
3.48,8.51,195,20,4,2799
3.48,8.51,404,40,8,5349
3.48,8.51,147,15,3,2192
3.58,9.29,442,45,9,4460
3.58,9.29,197,20,4,2883
3.58,9.29,397,40,8,5636
5.84,11.09,158,15,3,2064
4.06,10.85,199,20,4,2500
2.94,7.5,153,15,3,2063
2.13,5.1,155,15,3,2192
2.13,5.1,209,20,4,2495
2.64,5.9,161,15,3,1998
2.64,5.9,149,15,3,1908
3.19,7.71,255,25,5,3237
3.19,7.71,255,25,5,3772
3.19,7.71,245,25,5,2731
3.19,7.71,255,25,5,2678
5.07,12.97,150,15,3,1806
5.07,12.97,145,15,3,1509
5.58,11.78,147,15,3,1776
5.58,11.78,404,40,8,4794
5.51,11.87,150,15,3,1570
5.51,11.87,155,15,3,1948
5.51,11.87,417,40,8,5563
6.1,11.5,256,25,5,3794
4.72,10.48,158,15,3,1842
4.73,9.27,256,25,5,3036
4.73,9.27,442,45,9,5455
4.73,9.27,156,15,3,1935
4.73,9.27,153,15,3,1701
5.31,10.87,155,15,3,1893
5.28,12.71,158,15,3,2004
3.95,9.02,149,15,3,2155
3.95,9.02,195,20,4,2127
3.95,9.02,245,25,5,2782
3.95,9.02,200,20,4,2403
4.99,11.53,442,45,9,4690
4.99,11.53,150,15,3,1594
4.92,11.95,151,15,3,2097
4.92,11.95,256,25,5,3527
5,11.6,397,40,8,4872
5,11.6,199,20,4,2239
5.86,10.84,195,20,4,2656
4.44,11.38,199,20,4,2480
4.44,11.38,255,25,5,2909
4.52,11.56,158,15,3,1603
4.41,9.69,209,20,4,2972
3.3,7.55,310,30,6,3614
3.42,8,397,40,8,4732
2.88,6.77,161,15,3,1772
2.88,6.77,147,15,3,2079
2.27,6.64,149,15,3,1849
2.27,6.64,256,25,5,2964
3.03,7.97,200,20,4,2085
3.03,7.97,193,20,4,2390
1.46,4.46,209,20,4,2210
1.46,4.46,255,25,5,3485
1.46,4.46,255,25,5,2715
1.46,4.46,310,30,6,3282
5.18,11.21,155,15,3,1856
5.18,11.21,199,20,4,2022
5.18,11.21,158,15,3,2091
5.19,11.42,209,20,4,2546
5.19,11.42,151,15,3,1753
5.19,11.42,155,15,3,1617
5.19,11.42,442,45,9,5561
5.19,11.42,151,15,3,1766
6.54,11.14,151,15,3,1695
6.54,11.14,193,20,4,2463
6.54,11.14,200,20,4,2717
6.75,10.77,197,20,4,2207
6.75,10.77,404,40,8,4648
7.58,10.55,404,40,8,4745
7.58,10.55,254,25,5,2552
7.58,10.55,199,20,4,2379
7.58,10.55,199,20,4,2519
5.38,10.44,404,40,8,4316
5.38,10.44,147,15,3,1994
3.36,7.99,253,25,5,3078
3.36,7.99,199,20,4,2644
4.51,8.93,254,25,5,2635
4.51,8.93,417,40,8,5961
5.04,10.62,399,40,8,4030
5.04,10.62,255,25,5,2858
5.06,10.85,193,20,4,2419
5.06,10.85,253,25,5,3071
5.06,10.85,156,15,3,2319
3.16,6.75,158,15,3,1637
1.62,4.08,158,15,3,1845
1.62,4.08,145,15,3,1854
1.62,4.08,147,15,3,1544
1.62,4.08,153,15,3,1530
1.62,4.08,254,25,5,3315
3.7,8.07,152,15,3,1705
3.7,8.07,149,15,3,1823
3.7,8.07,417,40,8,4680
4.84,11.34,153,15,3,1536
4.08,9.38,156,15,3,2338
1.76,3.59,156,15,3,1799
0,0,195,20,4,2603
1.76,3.59,147,15,3,2150
1.76,3.59,156,15,3,1903
1.57,4.09,151,15,3,1727
2.65,6.45,442,45,9,5812
2.65,6.45,152,15,3,2074
2.65,6.45,201,20,4,2413
2.65,6.45,255,25,5,2969
5.18,10.69,152,15,3,1625
5.18,10.69,145,15,3,1690
4.45,8.6,193,20,4,2568
4.45,8.6,156,15,3,2199
4.45,8.6,193,20,4,2676
3.23,7.78,199,20,4,2325
2.22,6.17,158,15,3,2337
0.65,1.14,255,25,5,2971
2.22,6.17,155,15,3,2023
4.15,10,254,25,5,3258
4.15,10,199,20,4,2046
5.36,9.9,199,20,4,2455
5.36,9.9,150,15,3,1847
5.36,9.9,145,15,3,1677
4.86,10.57,147,15,3,2170
4.86,10.57,150,15,3,1937
4.86,10.57,255,25,5,3091
5.07,11.4,158,15,3,2010
5.07,11.4,201,20,4,2497
5.18,10.28,149,15,3,2174
4.3,8.61,151,15,3,2016
4.3,8.61,399,40,8,4899
4.3,8.61,255,25,5,3505
4.3,8.61,158,15,3,2290
3.71,8.99,253,25,5,3718
3.71,8.99,155,15,3,1815
3.71,8.99,158,15,3,1986
0.34,0.62,147,15,3,1671
0.34,0.62,149,15,3,1948
0.34,0.62,147,15,3,1668
0.34,0.62,152,15,3,2248
0.34,0.62,442,45,9,5597
3.53,8.96,253,25,5,3505
3.53,8.96,156,15,3,1635
3.53,8.96,417,40,8,6116
3.53,8.96,399,40,8,4194
6.18,11.85,254,25,5,2926
6.4,11.51,151,15,3,1875
6.4,11.51,152,15,3,2198
6.62,11.12,149,15,3,2087
6.62,11.12,397,40,8,4250
6.62,11.12,245,25,5,2974
6.62,11.12,147,15,3,1608
6.52,11.81,310,30,6,4024
6.52,11.81,156,15,3,2102
6.52,11.81,155,15,3,1644
6.51,11.31,151,15,3,1658
6.51,11.31,155,15,3,2024
6.51,11.31,256,25,5,3649
6.2,8.62,152,15,3,1577
6.2,8.62,149,15,3,1941
6.2,8.62,158,15,3,1915
6.2,8.62,245,25,5,2563
6.2,8.62,253,25,5,3180
6.2,8.62,155,15,3,1876
6.22,11.28,253,25,5,3023
6.22,11.28,149,15,3,1598
6.22,11.28,199,20,4,2503
6.22,11.28,152,15,3,1864
6.22,11.28,201,20,4,2963
7.94,9.46,151,15,3,2226
7.23,10.62,158,15,3,2012
7.23,10.62,197,20,4,2388
7.08,10.96,151,15,3,2127
6.88,10.76,255,25,5,3675
4.98,9.38,253,25,5,3784
4.98,9.38,147,15,3,2079
3.39,7.78,158,15,3,1851
3.39,7.78,145,15,3,2121
3.85,9.42,245,25,5,2856
3.85,9.42,256,25,5,3637
3.55,8.98,156,15,3,1652
3.55,8.98,150,15,3,1823
3.88,8.66,153,15,3,2271
3.88,8.66,310,30,6,3907
3.88,8.66,153,15,3,1698
3.88,8.66,156,15,3,2127
5.25,9.81,152,15,3,1713
4.54,11.41,195,20,4,2711
4.54,11.41,155,15,3,2247
4.54,11.41,199,20,4,2226
3.77,8.58,209,20,4,2129
3.77,8.58,199,20,4,2892
3.77,8.58,195,20,4,2728
3.77,8.58,152,15,3,1930
3.77,8.58,201,20,4,2177
3.77,8.58,197,20,4,2095
3.77,8.58,151,15,3,1843
4.57,10.88,201,20,4,2098
4.57,10.88,193,20,4,2714
6.66,10.98,254,25,5,3324
6.66,10.98,149,15,3,2100
6.66,10.98,145,15,3,1609
6.66,10.98,245,25,5,3496
6.68,10.6,145,15,3,2034
6.68,10.6,199,20,4,2011
6.68,10.6,147,15,3,1925
6.68,10.6,399,40,8,5147
6.07,11.94,199,20,4,2429
6.07,11.94,201,20,4,2801
6.07,11.94,442,45,9,6328
7.35,9.88,256,25,5,2759
7.44,11.74,193,20,4,1989
7.44,11.74,195,20,4,2557
7.44,11.74,152,15,3,1712
7.33,11.89,442,45,9,5722
7.33,11.89,158,15,3,2061
7.43,10.6,145,15,3,2002
5.45,11.22,153,15,3,1667
2.31,5.3,158,15,3,1849
2.31,5.3,156,15,3,1859
0.82,2.19,310,30,6,4588
0.82,2.19,200,20,4,2441
0.82,2.19,158,15,3,2270
0.82,2.19,149,15,3,1590
0.82,2.19,158,15,3,1928
3.84,9.53,201,20,4,2532
3.84,9.53,404,40,8,5682
4.93,12.49,145,15,3,1826
6.1,11.8,199,20,4,2690
6.1,11.8,404,40,8,4581
6.1,11.8,245,25,5,2684
5.1,10.29,201,20,4,2820
5.1,10.29,147,15,3,1598
5.31,8.51,149,15,3,2180
5.41,11.3,161,15,3,2315
5.41,11.3,155,15,3,1593
5.41,11.3,255,25,5,2881
5.41,11.3,310,30,6,4301
5.41,11.3,149,15,3,1974
4.94,9.17,199,20,4,2307
4.94,9.17,158,15,3,2058
4.94,9.17,149,15,3,1975
4.94,9.17,158,15,3,1700
5.3,10.83,199,20,4,2206
5.3,10.83,255,25,5,2772
5.3,10.83,417,40,8,5790
5.3,10.83,151,15,3,2041
6.53,11.14,149,15,3,1812
6.19,11.94,199,20,4,2803
4.08,8.57,158,15,3,1785
3.71,8.97,255,25,5,3052
3.71,8.97,256,25,5,2960
3.71,8.97,195,20,4,2795
3.55,8.24,158,15,3,1926
3.55,8.24,161,15,3,2154
3.21,7.06,151,15,3,2130
3.21,7.06,158,15,3,2220
3.21,7.06,399,40,8,4815
3.21,7.06,161,15,3,1960
3.22,7.38,253,25,5,2959
3.22,7.38,310,30,6,3237
3.22,7.38,151,15,3,1647
3.22,7.38,201,20,4,2304
4.82,11.13,147,15,3,1700
4.82,11.13,256,25,5,3572
4.82,11.13,158,15,3,1685
4.82,11.13,254,25,5,3078
4.82,11.13,150,15,3,2311
6.24,10.71,147,15,3,1508
6.24,10.71,149,15,3,1973
6.24,10.71,404,40,8,5115
6.24,10.71,442,45,9,4766
6.54,11.6,193,20,4,2535
6.54,11.6,200,20,4,2986
7.65,8.96,153,15,3,1625
7.65,8.96,254,25,5,3025
7.65,8.96,245,25,5,2872
8.02,10.28,256,25,5,3370
8.02,10.28,255,25,5,3457
6.67,10.79,417,40,8,4571
7.56,10.22,255,25,5,2868
7.56,10.22,149,15,3,1798
7.56,10.22,442,45,9,4476
7.56,10.22,156,15,3,2132
7.19,12.14,147,15,3,2017
7.19,12.14,151,15,3,1566
7.19,12.14,254,25,5,2983
7.19,12.14,245,25,5,3539
7.19,12.14,253,25,5,3457
5.83,12.78,197,20,4,2513
5.83,12.78,149,15,3,1912
5.83,12.78,245,25,5,2911
6.82,11.51,147,15,3,2026
6.82,11.51,153,15,3,1973
6.82,11.51,149,15,3,2034
7.74,11.02,399,40,8,4298
7.74,11.02,151,15,3,1791
7.74,11.02,149,15,3,1855
7.74,11.02,151,15,3,2144
7.74,11.02,149,15,3,1793
8.04,10.36,145,15,3,2008
8.04,10.36,155,15,3,2069
7.35,11.49,156,15,3,2259
7.35,11.49,255,25,5,3707
6.04,11.92,404,40,8,4517
6.04,11.92,209,20,4,2474
7.18,11.36,245,25,5,3404
7.18,11.36,193,20,4,2059
7.1,11.86,150,15,3,1501
5.04,10.91,147,15,3,2135
5.04,10.91,442,45,9,5664
4.48,9.01,193,20,4,2735
4.48,9.01,145,15,3,2029
4.48,9.01,417,40,8,5683
5.53,11.7,310,30,6,4304
5.53,11.7,152,15,3,1587
5.6,12.23,195,20,4,2092
4.88,11.32,199,20,4,2615
4.88,11.32,161,15,3,2310
4.88,11.32,209,20,4,2488
5.6,10.12,161,15,3,2016
5.6,10.12,151,15,3,1755
5.6,10.12,254,25,5,2701
5.49,10.97,156,15,3,1895
5.49,10.97,255,25,5,3727
5.71,10.85,152,15,3,1892
4.49,9.38,255,25,5,3174
4.49,9.38,150,15,3,1829
4.49,9.38,399,40,8,4926
4.49,9.38,153,15,3,2237
4.49,9.38,155,15,3,2006
4.19,9.96,161,15,3,1894
5.29,11.17,147,15,3,1501
5.29,11.17,195,20,4,2290
5.29,11.17,255,25,5,2793
5.29,11.17,147,15,3,1630
5.29,11.17,253,25,5,3518
5.35,10.69,147,15,3,1897
5.35,10.69,158,15,3,1789
6.77,10.73,149,15,3,2015
6.77,10.73,256,25,5,2878
4.91,11.5,417,40,8,5761
4.91,11.5,404,40,8,5230
4.99,11.34,255,25,5,2620
4.99,11.34,199,20,4,2579
7.07,10.38,254,25,5,3773
5.34,10.28,199,20,4,2210
5.34,10.28,149,15,3,1598
3.86,9.59,253,25,5,3658
1.38,3.16,310,30,6,3631
1.55,3.75,404,40,8,4104
3.18,7.19,253,25,5,3429
3.1,7,158,15,3,1908
3.1,7,145,15,3,1740
1.66,4.07,195,20,4,2675
1.66,4.07,156,15,3,1851
1.66,4.07,158,15,3,2214
3.15,8.47,150,15,3,1644
3.15,8.47,197,20,4,2147
5.04,10.15,156,15,3,2223
5.04,10.15,255,25,5,3344
3.74,7.71,151,15,3,2021
2.21,5.01,161,15,3,1858
2.21,5.01,199,20,4,2181
2.21,5.01,150,15,3,1623
2.21,5.01,197,20,4,2062
1.5,4.32,256,25,5,3397
1.5,4.32,193,20,4,2678
1.5,4.32,399,40,8,4660
4.23,10.6,255,25,5,3814
4.23,10.6,149,15,3,2011
4.23,10.6,147,15,3,1501
4.23,10.6,442,45,9,5865
6.3,11.69,255,25,5,3595
6.01,11.88,161,15,3,2182
6.01,11.88,153,15,3,2294
3.82,8.86,158,15,3,2356
2.08,5.18,255,25,5,3367
2.08,5.18,245,25,5,3449
2.56,7.17,255,25,5,3426
2.56,7.17,155,15,3,1750
3.65,9.42,245,25,5,2503
3.65,9.42,149,15,3,1686
3.26,9.4,199,20,4,2227
3.73,8.95,152,15,3,2062
3.73,8.95,417,40,8,6065
4.17,11.23,156,15,3,1603
3.44,8.53,150,15,3,1641
1.99,5.14,417,40,8,4784
1.8,4.58,245,25,5,2699
1.8,4.58,156,15,3,2087
1.8,4.58,153,15,3,1927
1.44,3.64,158,15,3,2179
